time,gFx,gFy,gFz,TgF
26.009000,0.0002,-0.0864,1.0161,1.020
26.013000,0.0044,-0.0864,1.0126,1.016
26.014000,0.0056,-0.0860,1.0124,1.016
26.018000,0.0044,-0.0847,1.0124,1.016
26.019000,0.0066,-0.0860,1.0109,1.015
26.023000,0.0061,-0.0833,1.0112,1.015
26.024000,0.0049,-0.0855,1.0075,1.011
26.028000,0.0061,-0.0838,1.0107,1.014
26.028000,0.0054,-0.0828,1.0109,1.014
26.032000,0.0044,-0.0840,1.0131,1.017
26.033000,0.0054,-0.0813,1.0139,1.017
26.038000,0.0056,-0.0820,1.0126,1.016
26.038000,0.0061,-0.0816,1.0156,1.019
26.042000,0.0039,-0.0828,1.0156,1.019
26.042000,0.0032,-0.0816,1.0175,1.021
26.047000,0.0039,-0.0823,1.0188,1.022
26.048000,0.0032,-0.0823,1.0173,1.021
26.053000,0.0039,-0.0825,1.0202,1.024
26.054000,0.0049,-0.0835,1.0202,1.024
26.057000,0.0027,-0.0823,1.0227,1.026
26.057000,0.0032,-0.0835,1.0249,1.028
26.063000,0.0027,-0.0840,1.0244,1.028
26.064000,0.0029,-0.0845,1.0256,1.029
26.069000,0.0034,-0.0835,1.0275,1.031
26.069000,0.0034,-0.0847,1.0263,1.030
26.071000,0.0032,-0.0855,1.0280,1.032
26.072000,0.0024,-0.0857,1.0251,1.029
26.077000,0.0022,-0.0857,1.0266,1.030
26.079000,0.0015,-0.0857,1.0293,1.033
26.081000,0.0012,-0.0877,1.0261,1.030
26.082000,0.0012,-0.0860,1.0263,1.030
26.087000,0.0022,-0.0860,1.0232,1.027
26.087000,0.0005,-0.0860,1.0241,1.028
26.094000,0.0012,-0.0864,1.0205,1.024
26.095000,0.0012,-0.0860,1.0192,1.023
26.097000,0.0022,-0.0860,1.0170,1.021
26.097000,0.0015,-0.0840,1.0148,1.018
26.102000,0.0012,-0.0850,1.0109,1.015
26.102000,0.0029,-0.0860,1.0073,1.011
26.107000,0.0024,-0.0852,1.0014,1.005
26.107000,0.0019,-0.0835,1.0075,1.011
26.111000,0.0015,-0.0852,1.0156,1.019
26.111000,0.0017,-0.0845,1.0232,1.027
26.115000,0.0012,-0.0840,1.0266,1.030
26.116000,0.0019,-0.0823,1.0334,1.037
26.121000,0.0032,-0.0820,1.0341,1.037
26.121000,0.0032,-0.0799,1.0317,1.035
26.125000,0.0029,-0.0835,1.0261,1.029
26.126000,0.0024,-0.0847,1.0185,1.022
26.131000,0.0019,-0.0862,1.0082,1.012
26.131000,0.0039,-0.0838,1.0024,1.006
26.135000,0.0049,-0.0845,0.9990,1.003
26.136000,0.0019,-0.0842,0.9973,1.001
26.140000,0.0032,-0.0845,0.9970,1.001
26.141000,0.0041,-0.0879,1.0019,1.006
26.147000,0.0068,-0.0862,1.0029,1.007
26.147000,0.0066,-0.0884,1.0058,1.010
26.150000,0.0054,-0.0877,1.0070,1.011
26.150000,0.0073,-0.0882,1.0124,1.016
26.155000,0.0071,-0.0874,1.0185,1.022
26.157000,0.0061,-0.0872,1.0271,1.031
26.160000,0.0063,-0.0867,1.0349,1.039
26.160000,0.0078,-0.0874,1.0417,1.045
26.165000,0.0066,-0.0862,1.0468,1.050
26.166000,0.0083,-0.0889,1.0488,1.053
26.169000,0.0093,-0.0877,1.0466,1.050
26.170000,0.0073,-0.0882,1.0468,1.051
26.174000,0.0090,-0.0862,1.0385,1.042
26.174000,0.0066,-0.0884,1.0346,1.038
26.179000,0.0068,-0.0874,1.0290,1.033
26.179000,0.0063,-0.0874,1.0261,1.030
26.184000,0.0049,-0.0877,1.0253,1.029
26.184000,0.0049,-0.0874,1.0241,1.028
26.194000,0.0024,-0.0872,1.0249,1.029
26.194000,0.0032,-0.0862,1.0244,1.028
26.194000,0.0017,-0.0867,1.0258,1.029
26.199000,0.0010,-0.0857,1.0251,1.029
26.199000,0.0015,-0.0830,1.0236,1.027
26.199000,-0.0002,-0.0862,1.0229,1.027
26.209000,0.0017,-0.0833,1.0202,1.024
26.209000,-0.0012,-0.0820,1.0170,1.020
26.209000,0.0019,-0.0830,1.0163,1.020
26.210000,0.0005,-0.0823,1.0119,1.015
26.215000,0.0015,-0.0820,1.0124,1.016
26.215000,0.0010,-0.0820,1.0117,1.015
26.219000,0.0005,-0.0806,1.0114,1.015
26.219000,0.0029,-0.0774,1.0109,1.014
26.224000,0.0061,-0.0794,1.0117,1.015
26.225000,0.0056,-0.0791,1.0134,1.016
26.228000,0.0049,-0.0813,1.0139,1.017
26.228000,0.0061,-0.0794,1.0131,1.016
26.232000,0.0095,-0.0786,1.0134,1.016
26.232000,0.0073,-0.0774,1.0146,1.018
26.238000,0.0090,-0.0779,1.0141,1.017
26.238000,0.0085,-0.0786,1.0136,1.017
26.242000,0.0107,-0.0803,1.0134,1.017
26.242000,0.0073,-0.0794,1.0146,1.018
26.247000,0.0059,-0.0806,1.0141,1.017
26.248000,0.0083,-0.0823,1.0136,1.017
26.253000,0.0073,-0.0838,1.0131,1.017
26.253000,0.0059,-0.0825,1.0153,1.019
26.257000,0.0061,-0.0855,1.0173,1.021
26.258000,0.0034,-0.0877,1.0190,1.023
26.263000,0.0046,-0.0869,1.0219,1.026
26.263000,0.0024,-0.0860,1.0246,1.028
26.267000,0.0032,-0.0889,1.0261,1.030
26.267000,0.0034,-0.0891,1.0317,1.036
26.272000,0.0022,-0.0916,1.0307,1.035
26.272000,0.0037,-0.0904,1.0285,1.032
26.276000,0.0024,-0.0923,1.0315,1.036
26.277000,0.0037,-0.0943,1.0285,1.033
26.281000,0.0027,-0.0943,1.0275,1.032
26.282000,0.0002,-0.0916,1.0263,1.030
26.287000,0.0002,-0.0926,1.0280,1.032
26.287000,0.0019,-0.0945,1.0253,1.030
26.291000,0.0027,-0.0940,1.0258,1.030
26.291000,0.0032,-0.0938,1.0244,1.029
26.296000,0.0012,-0.0913,1.0258,1.030
26.296000,0.0037,-0.0926,1.0241,1.028
26.302000,0.0034,-0.0926,1.0227,1.027
26.303000,0.0049,-0.0940,1.0214,1.026
26.306000,0.0032,-0.0926,1.0224,1.027
26.306000,0.0027,-0.0923,1.0205,1.025
26.311000,0.0019,-0.0908,1.0210,1.025
26.312000,0.0046,-0.0916,1.0163,1.020
26.316000,0.0059,-0.0911,1.0134,1.017
26.316000,0.0034,-0.0923,1.0163,1.020
26.320000,0.0063,-0.0913,1.0126,1.017
26.321000,0.0029,-0.0921,1.0131,1.017
26.327000,0.0068,-0.0911,1.0117,1.016
26.328000,0.0061,-0.0886,1.0122,1.016
26.335000,0.0073,-0.0906,1.0141,1.018
26.335000,0.0071,-0.0884,1.0122,1.016
26.335000,0.0063,-0.0889,1.0126,1.017
26.335000,0.0066,-0.0896,1.0141,1.018
26.347000,0.0044,-0.0882,1.0178,1.022
26.348000,0.0059,-0.0889,1.0183,1.022
26.348000,0.0039,-0.0855,1.0192,1.023
26.348000,0.0044,-0.0877,1.0195,1.023
26.350000,0.0041,-0.0869,1.0222,1.026
26.350000,0.0056,-0.0850,1.0239,1.027
26.355000,0.0037,-0.0874,1.0232,1.027
26.355000,0.0022,-0.0869,1.0224,1.026
26.359000,0.0017,-0.0886,1.0229,1.027
26.360000,0.0027,-0.0874,1.0222,1.026
26.365000,0.0032,-0.0886,1.0207,1.025
26.365000,0.0027,-0.0894,1.0185,1.022
26.370000,0.0002,-0.0886,1.0192,1.023
26.371000,0.0005,-0.0886,1.0197,1.024
26.375000,0.0007,-0.0877,1.0202,1.024
26.375000,0.0010,-0.0889,1.0222,1.026
26.380000,0.0027,-0.0894,1.0222,1.026
26.381000,0.0017,-0.0886,1.0222,1.026
26.384000,0.0015,-0.0891,1.0234,1.027
26.384000,0.0002,-0.0879,1.0224,1.026
26.389000,0.0010,-0.0891,1.0239,1.028
26.391000,-0.0020,-0.0879,1.0239,1.028
26.394000,-0.0002,-0.0911,1.0224,1.026
26.395000,-0.0012,-0.0901,1.0214,1.025
26.399000,0.0010,-0.0913,1.0207,1.025
26.400000,-0.0000,-0.0882,1.0200,1.024
26.403000,0.0034,-0.0894,1.0190,1.023
26.404000,0.0007,-0.0904,1.0183,1.022
26.408000,0.0010,-0.0889,1.0212,1.025
26.408000,0.0005,-0.0884,1.0200,1.024
26.414000,0.0007,-0.0899,1.0212,1.025
26.414000,0.0024,-0.0901,1.0217,1.026
26.418000,0.0017,-0.0889,1.0212,1.025
26.419000,0.0017,-0.0918,1.0241,1.028
26.424000,0.0017,-0.0886,1.0210,1.025
26.424000,0.0015,-0.0899,1.0212,1.025
26.428000,0.0037,-0.0894,1.0234,1.027
26.428000,0.0027,-0.0889,1.0236,1.027
26.433000,0.0019,-0.0884,1.0241,1.028
26.433000,0.0037,-0.0891,1.0224,1.026
26.440000,0.0029,-0.0889,1.0212,1.025
26.441000,0.0037,-0.0872,1.0214,1.025
26.443000,0.0039,-0.0886,1.0197,1.024
26.443000,0.0051,-0.0889,1.0200,1.024
26.449000,0.0034,-0.0869,1.0197,1.023
26.449000,0.0044,-0.0886,1.0170,1.021
26.455000,0.0027,-0.0891,1.0180,1.022
26.455000,0.0029,-0.0867,1.0161,1.020
26.457000,0.0051,-0.0891,1.0197,1.024
26.457000,0.0061,-0.0886,1.0183,1.022
26.462000,0.0061,-0.0879,1.0192,1.023
26.462000,0.0051,-0.0884,1.0197,1.024
26.467000,0.0037,-0.0862,1.0202,1.024
26.467000,0.0041,-0.0874,1.0200,1.024
26.472000,0.0054,-0.0882,1.0246,1.028
26.473000,0.0059,-0.0884,1.0229,1.027
26.476000,0.0066,-0.0864,1.0244,1.028
26.477000,0.0063,-0.0896,1.0244,1.028
26.481000,0.0071,-0.0882,1.0219,1.026
26.482000,0.0078,-0.0867,1.0263,1.030
26.487000,0.0061,-0.0860,1.0222,1.026
26.487000,0.0073,-0.0884,1.0234,1.027
26.492000,0.0076,-0.0855,1.0217,1.025
26.492000,0.0059,-0.0860,1.0222,1.026
26.496000,0.0066,-0.0867,1.0180,1.022
26.496000,0.0039,-0.0838,1.0188,1.022
26.502000,0.0044,-0.0857,1.0163,1.020
26.503000,0.0054,-0.0842,1.0136,1.017
26.506000,0.0046,-0.0852,1.0100,1.014
26.506000,0.0034,-0.0857,1.0100,1.014
26.510000,0.0022,-0.0864,1.0082,1.012
26.511000,0.0024,-0.0862,1.0080,1.012
26.516000,0.0010,-0.0850,1.0058,1.009
26.516000,0.0024,-0.0852,1.0031,1.007
26.520000,0.0002,-0.0867,1.0058,1.010
26.520000,-0.0007,-0.0845,1.0048,1.008
26.525000,-0.0002,-0.0864,1.0046,1.008
26.526000,-0.0000,-0.0867,1.0063,1.010
26.531000,0.0024,-0.0889,1.0009,1.005
26.531000,0.0007,-0.0894,0.9916,0.996
26.537000,0.0022,-0.0911,0.9858,0.990
26.538000,0.0034,-0.0911,0.9794,0.984
26.540000,0.0054,-0.0911,0.9765,0.981
26.540000,0.0063,-0.0948,0.9816,0.986
26.545000,0.0037,-0.0940,0.9931,0.998
26.546000,0.0037,-0.0965,1.0095,1.014
26.550000,0.0041,-0.0952,1.0319,1.036
26.550000,0.0037,-0.0972,1.0498,1.054
26.555000,0.0019,-0.0962,1.0593,1.064
26.556000,0.0034,-0.0957,1.0620,1.066
26.562000,0.0049,-0.0960,1.0637,1.068
26.562000,0.0044,-0.0984,1.0625,1.067
26.565000,0.0029,-0.0984,1.0608,1.065
26.565000,0.0039,-0.0991,1.0493,1.054
26.574000,0.0039,-0.1018,1.0378,1.043
26.575000,0.0051,-0.0999,1.0239,1.029
26.575000,0.0054,-0.1016,1.0170,1.022
26.575000,0.0012,-0.1001,1.0158,1.021
26.580000,0.0007,-0.0977,1.0246,1.029
26.580000,0.0022,-0.0996,1.0317,1.037
26.585000,0.0019,-0.0967,1.0324,1.037
26.585000,-0.0007,-0.0965,1.0268,1.031
26.588000,0.0015,-0.0952,1.0190,1.023
26.589000,0.0002,-0.0948,1.0119,1.016
26.594000,0.0012,-0.0960,1.0070,1.012
26.594000,-0.0000,-0.0950,1.0070,1.011
26.599000,-0.0000,-0.0948,1.0024,1.007
26.599000,0.0007,-0.0960,1.0004,1.005
26.603000,-0.0002,-0.0965,0.9999,1.005
26.604000,0.0032,-0.0943,1.0017,1.006
26.609000,0.0017,-0.0957,1.0048,1.009
26.609000,0.0012,-0.0955,1.0100,1.014
26.615000,0.0041,-0.0950,1.0144,1.019
26.615000,0.0039,-0.0945,1.0192,1.024
26.618000,0.0066,-0.0957,1.0222,1.027
26.618000,0.0095,-0.0948,1.0266,1.031
26.624000,0.0093,-0.0955,1.0266,1.031
26.625000,0.0085,-0.0974,1.0290,1.034
26.628000,0.0110,-0.0943,1.0327,1.037
26.628000,0.0090,-0.0970,1.0322,1.037
26.633000,0.0081,-0.0950,1.0339,1.038
26.633000,0.0078,-0.0952,1.0341,1.039
26.637000,0.0083,-0.0955,1.0359,1.040
26.638000,0.0073,-0.0967,1.0334,1.038
26.642000,0.0073,-0.0965,1.0334,1.038
26.643000,0.0039,-0.0935,1.0322,1.036
26.648000,0.0041,-0.0943,1.0307,1.035
26.649000,0.0059,-0.0938,1.0297,1.034
26.653000,0.0037,-0.0943,1.0290,1.033
26.653000,0.0012,-0.0923,1.0297,1.034
26.659000,0.0015,-0.0938,1.0290,1.033
26.659000,0.0002,-0.0916,1.0258,1.030
26.662000,-0.0010,-0.0926,1.0241,1.028
26.662000,-0.0020,-0.0918,1.0241,1.028
26.666000,-0.0032,-0.0894,1.0224,1.026
26.667000,-0.0020,-0.0891,1.0224,1.026
26.672000,-0.0007,-0.0867,1.0214,1.025
26.672000,-0.0007,-0.0886,1.0170,1.021
26.677000,0.0010,-0.0862,1.0166,1.020
26.677000,-0.0007,-0.0879,1.0136,1.017
26.684000,-0.0017,-0.0872,1.0144,1.018
26.684000,0.0027,-0.0857,1.0124,1.016
26.687000,0.0037,-0.0869,1.0112,1.015
26.687000,0.0010,-0.0860,1.0126,1.016
26.693000,0.0029,-0.0869,1.0136,1.017
26.694000,0.0041,-0.0879,1.0153,1.019
26.701000,0.0037,-0.0901,1.0126,1.017
26.702000,0.0056,-0.0879,1.0139,1.018
26.702000,0.0039,-0.0882,1.0144,1.018
26.703000,0.0054,-0.0889,1.0131,1.017
26.706000,0.0041,-0.0896,1.0156,1.020
26.707000,0.0071,-0.0894,1.0153,1.019
26.711000,0.0051,-0.0928,1.0180,1.022
26.712000,0.0056,-0.0933,1.0175,1.022
26.715000,0.0039,-0.0935,1.0151,1.019
26.716000,0.0059,-0.0952,1.0192,1.024
26.721000,0.0039,-0.0952,1.0192,1.024
26.721000,0.0027,-0.0984,1.0210,1.026
26.725000,0.0034,-0.0991,1.0227,1.027
26.725000,0.0032,-0.0987,1.0214,1.026
26.731000,0.0034,-0.0982,1.0263,1.031
26.731000,0.0024,-0.0989,1.0275,1.032
26.737000,0.0024,-0.1009,1.0288,1.034
26.737000,0.0017,-0.1023,1.0290,1.034
26.740000,0.0015,-0.0994,1.0322,1.037
26.740000,0.0012,-0.1001,1.0324,1.037
26.745000,0.0017,-0.1013,1.0322,1.037
26.746000,0.0005,-0.1033,1.0339,1.039
26.750000,0.0010,-0.1013,1.0332,1.038
26.751000,0.0015,-0.1013,1.0341,1.039
26.755000,0.0015,-0.1031,1.0329,1.038
26.755000,0.0005,-0.1028,1.0334,1.039
26.760000,0.0027,-0.1023,1.0329,1.038
26.760000,0.0010,-0.1011,1.0317,1.037
26.765000,-0.0002,-0.1011,1.0307,1.036
26.765000,-0.0017,-0.0994,1.0293,1.034
26.773000,0.0007,-0.0987,1.0266,1.031
26.774000,-0.0015,-0.0987,1.0271,1.032
26.774000,-0.0000,-0.0979,1.0241,1.029
26.775000,0.0015,-0.0989,1.0224,1.027
26.790000,0.0029,-0.0991,1.0205,1.025
26.791000,0.0024,-0.0979,1.0168,1.022
26.791000,0.0032,-0.0989,1.0173,1.022
26.791000,0.0022,-0.0970,1.0151,1.020
26.791000,0.0039,-0.0960,1.0156,1.020
26.791000,0.0054,-0.0945,1.0161,1.020
26.794000,0.0056,-0.0955,1.0134,1.018
26.794000,0.0049,-0.0943,1.0119,1.016
26.799000,0.0063,-0.0950,1.0114,1.016
26.799000,0.0063,-0.0935,1.0129,1.017
26.803000,0.0071,-0.0952,1.0131,1.018
26.804000,0.0054,-0.0950,1.0114,1.016
26.808000,0.0056,-0.0948,1.0117,1.016
26.808000,0.0054,-0.0945,1.0126,1.017
26.814000,0.0063,-0.0940,1.0122,1.017
26.815000,0.0041,-0.0955,1.0119,1.016
26.819000,0.0051,-0.0957,1.0131,1.018
26.819000,0.0049,-0.0957,1.0148,1.019
26.823000,0.0044,-0.0960,1.0156,1.020
26.823000,0.0039,-0.0967,1.0146,1.019
26.828000,0.0029,-0.0962,1.0166,1.021
26.828000,0.0012,-0.0982,1.0158,1.021
26.833000,0.0027,-0.0970,1.0183,1.023
26.834000,0.0032,-0.0982,1.0190,1.024
26.838000,0.0041,-0.0991,1.0175,1.022
26.838000,0.0034,-0.0987,1.0188,1.024
26.842000,0.0019,-0.0991,1.0202,1.025
26.842000,0.0012,-0.1004,1.0190,1.024
26.847000,0.0054,-0.0989,1.0188,1.024
26.848000,0.0034,-0.0999,1.0192,1.024
26.853000,0.0029,-0.1013,1.0185,1.024
26.853000,0.0056,-0.1009,1.0173,1.022
26.857000,0.0049,-0.1001,1.0126,1.018
26.858000,0.0049,-0.1013,1.0063,1.011
26.862000,0.0027,-0.1016,1.0126,1.018
26.863000,0.0012,-0.1004,1.0200,1.025
26.867000,0.0034,-0.0996,1.0280,1.033
26.867000,-0.0000,-0.0994,1.0359,1.041
26.871000,0.0015,-0.0994,1.0371,1.042
26.872000,-0.0010,-0.0979,1.0400,1.045
26.877000,0.0002,-0.0967,1.0415,1.046
26.877000,-0.0020,-0.0967,1.0341,1.039
26.885000,-0.0032,-0.0955,1.0275,1.032
26.885000,-0.0012,-0.0984,1.0175,1.022
26.888000,-0.0007,-0.0999,1.0039,1.009
26.888000,0.0012,-0.1009,0.9963,1.001
26.893000,0.0005,-0.1006,0.9899,0.995
26.893000,0.0002,-0.1040,0.9899,0.995
26.898000,0.0019,-0.1004,0.9926,0.998
26.899000,0.0024,-0.1026,1.0009,1.006
26.901000,0.0012,-0.1023,1.0158,1.021
26.901000,0.0017,-0.1028,1.0251,1.030
26.906000,0.0029,-0.1028,1.0327,1.038
26.906000,0.0041,-0.1018,1.0390,1.044
26.911000,0.0076,-0.1009,1.0437,1.049
26.911000,0.0078,-0.1009,1.0403,1.045
26.915000,0.0063,-0.1038,1.0378,1.043
26.916000,0.0085,-0.1018,1.0327,1.038
26.920000,0.0095,-0.1026,1.0261,1.031
26.921000,0.0112,-0.1035,1.0229,1.028
26.926000,0.0085,-0.1013,1.0219,1.027
26.926000,0.0068,-0.1028,1.0192,1.024
26.930000,0.0085,-0.1013,1.0205,1.026
26.930000,0.0078,-0.1004,1.0227,1.028
26.936000,0.0081,-0.1011,1.0236,1.029
26.936000,0.0056,-0.1026,1.0258,1.031
26.941000,0.0051,-0.1001,1.0266,1.031
26.941000,0.0049,-0.1004,1.0285,1.033
26.945000,0.0024,-0.0996,1.0261,1.031
26.946000,0.0022,-0.0994,1.0258,1.031
26.950000,0.0012,-0.0991,1.0266,1.031
26.951000,-0.0002,-0.0987,1.0271,1.032
26.955000,0.0010,-0.0989,1.0214,1.026
26.955000,-0.0002,-0.0979,1.0222,1.027
26.960000,0.0007,-0.0984,1.0185,1.023
26.960000,-0.0007,-0.0972,1.0200,1.025
26.965000,0.0017,-0.0982,1.0170,1.022
26.965000,0.0005,-0.0991,1.0161,1.021
26.970000,0.0029,-0.0957,1.0175,1.022
26.971000,0.0024,-0.0979,1.0151,1.020
26.974000,0.0027,-0.0962,1.0170,1.022
26.975000,0.0046,-0.0979,1.0175,1.022
26.979000,0.0032,-0.0974,1.0188,1.023
26.980000,0.0061,-0.0952,1.0188,1.023
26.984000,0.0061,-0.0943,1.0178,1.022
26.984000,0.0081,-0.0943,1.0212,1.026
26.989000,0.0068,-0.0930,1.0200,1.024
26.989000,0.0056,-0.0950,1.0188,1.023
26.997000,0.0051,-0.0950,1.0192,1.024
26.997000,0.0066,-0.0921,1.0192,1.023
27.000000,0.0049,-0.0965,1.0175,1.022
27.000000,0.0076,-0.0962,1.0158,1.020
27.005000,0.0061,-0.0952,1.0168,1.021
27.005000,0.0061,-0.0979,1.0153,1.020
27.011000,0.0076,-0.0979,1.0109,1.016
27.011000,0.0054,-0.0970,1.0144,1.019
27.015000,0.0061,-0.0987,1.0146,1.019
27.015000,0.0090,-0.0987,1.0158,1.021
27.018000,0.0056,-0.0994,1.0190,1.024
27.018000,0.0054,-0.1009,1.0224,1.027
27.022000,0.0056,-0.1016,1.0229,1.028
27.024000,0.0044,-0.1033,1.0261,1.031
27.028000,0.0068,-0.1021,1.0251,1.030
27.028000,0.0027,-0.1031,1.0271,1.032
27.032000,0.0029,-0.1026,1.0283,1.033
27.033000,0.0034,-0.1023,1.0253,1.030
27.038000,0.0010,-0.1057,1.0241,1.030
27.038000,0.0027,-0.1038,1.0244,1.030
27.043000,0.0034,-0.1045,1.0224,1.028
27.044000,0.0007,-0.1050,1.0232,1.029
27.047000,0.0039,-0.1055,1.0205,1.026
27.047000,0.0019,-0.1050,1.0214,1.027
27.052000,0.0019,-0.1038,1.0222,1.027
27.052000,0.0007,-0.1048,1.0214,1.027
27.058000,0.0027,-0.1048,1.0192,1.025
27.058000,0.0017,-0.1038,1.0210,1.026
27.062000,0.0015,-0.1048,1.0197,1.025
27.063000,0.0019,-0.1067,1.0192,1.025
27.068000,0.0024,-0.1060,1.0192,1.025
27.068000,0.0010,-0.1070,1.0156,1.021
27.076000,0.0027,-0.1057,1.0166,1.022
27.076000,0.0032,-0.1033,1.0153,1.021
27.077000,0.0034,-0.1057,1.0134,1.019
27.077000,0.0022,-0.1048,1.0131,1.019
27.084000,0.0027,-0.1038,1.0151,1.020
27.085000,0.0032,-0.1043,1.0141,1.019
27.086000,0.0007,-0.1021,1.0119,1.017
27.087000,0.0027,-0.1043,1.0119,1.017
27.095000,0.0044,-0.1023,1.0146,1.020
27.095000,0.0032,-0.1018,1.0163,1.021
27.097000,0.0051,-0.1021,1.0156,1.021
27.097000,0.0034,-0.1033,1.0141,1.019
27.102000,0.0034,-0.1023,1.0166,1.022
27.103000,0.0039,-0.1013,1.0183,1.023
27.105000,0.0061,-0.1033,1.0180,1.023
27.106000,0.0059,-0.1035,1.0148,1.020
27.110000,0.0044,-0.1028,1.0151,1.020
27.111000,0.0027,-0.1023,1.0170,1.022
27.115000,0.0051,-0.1009,1.0166,1.022
27.115000,0.0022,-0.1028,1.0146,1.020
27.120000,0.0019,-0.1045,1.0136,1.019
27.121000,0.0017,-0.1045,1.0136,1.019
27.126000,0.0046,-0.1048,1.0163,1.022
27.127000,0.0017,-0.1018,1.0163,1.021
27.132000,-0.0000,-0.1038,1.0180,1.023
27.132000,0.0022,-0.1026,1.0151,1.020
27.137000,0.0007,-0.1018,1.0175,1.023
27.137000,0.0029,-0.1018,1.0173,1.022
27.140000,0.0019,-0.1048,1.0190,1.024
27.141000,-0.0012,-0.1043,1.0200,1.025
27.145000,0.0010,-0.1035,1.0210,1.026
27.145000,0.0015,-0.1035,1.0210,1.026
27.150000,0.0010,-0.1045,1.0202,1.026
27.151000,0.0017,-0.1053,1.0200,1.025
27.155000,0.0029,-0.1040,1.0205,1.026
27.155000,0.0041,-0.1033,1.0222,1.027
27.160000,0.0032,-0.1045,1.0210,1.026
27.161000,0.0007,-0.1055,1.0219,1.027
27.164000,0.0039,-0.1055,1.0241,1.030
27.165000,0.0063,-0.1043,1.0200,1.025
27.169000,0.0024,-0.1048,1.0232,1.029
27.169000,0.0027,-0.1055,1.0197,1.025
27.175000,0.0039,-0.1062,1.0195,1.025
27.175000,0.0037,-0.1053,1.0197,1.025
27.179000,0.0017,-0.1050,1.0222,1.028
27.180000,0.0027,-0.1055,1.0227,1.028
27.184000,0.0037,-0.1072,1.0224,1.028
27.185000,0.0032,-0.1048,1.0244,1.030
27.189000,0.0032,-0.1060,1.0214,1.027
27.189000,0.0041,-0.1045,1.0232,1.028
27.194000,0.0044,-0.1031,1.0222,1.027
27.194000,0.0010,-0.1043,1.0239,1.029
27.199000,0.0041,-0.1040,1.0227,1.028
27.199000,0.0032,-0.1045,1.0241,1.029
27.207000,0.0027,-0.1043,1.0222,1.027
27.208000,0.0029,-0.1009,1.0227,1.028
27.208000,0.0046,-0.1035,1.0227,1.028
27.208000,0.0032,-0.1045,1.0217,1.027
27.216000,0.0049,-0.1031,1.0192,1.024
27.216000,0.0037,-0.1018,1.0200,1.025
27.223000,0.0044,-0.1016,1.0195,1.025
27.224000,0.0029,-0.1028,1.0205,1.026
27.224000,0.0046,-0.1031,1.0214,1.027
27.225000,0.0037,-0.1040,1.0222,1.027
27.228000,0.0059,-0.1065,1.0195,1.025
27.228000,0.0073,-0.1023,1.0200,1.025
27.233000,0.0071,-0.1018,1.0197,1.025
27.233000,0.0073,-0.1031,1.0188,1.024
27.238000,0.0090,-0.1018,1.0207,1.026
27.238000,0.0068,-0.1023,1.0212,1.026
27.242000,0.0085,-0.1028,1.0190,1.024
27.242000,0.0078,-0.1040,1.0212,1.027
27.248000,0.0073,-0.1004,1.0202,1.025
27.248000,0.0071,-0.1016,1.0200,1.025
27.252000,0.0066,-0.1009,1.0197,1.025
27.252000,0.0083,-0.0999,1.0192,1.024
27.259000,0.0078,-0.1009,1.0163,1.021
27.259000,0.0095,-0.1031,1.0163,1.022
27.262000,0.0085,-0.1001,1.0146,1.020
27.262000,0.0085,-0.1016,1.0136,1.019
27.267000,0.0078,-0.1043,1.0161,1.021
27.268000,0.0103,-0.1033,1.0151,1.020
27.272000,0.0090,-0.1031,1.0163,1.022
27.272000,0.0076,-0.1021,1.0161,1.021
27.277000,0.0098,-0.1035,1.0188,1.024
27.277000,0.0068,-0.1038,1.0197,1.025
27.283000,0.0090,-0.1050,1.0202,1.026
27.283000,0.0078,-0.1035,1.0210,1.026
27.287000,0.0071,-0.1043,1.0244,1.030
27.287000,0.0090,-0.1040,1.0249,1.030
27.292000,0.0061,-0.1038,1.0251,1.030
27.293000,0.0068,-0.1028,1.0229,1.028
27.296000,0.0056,-0.1033,1.0253,1.031
27.296000,0.0054,-0.1028,1.0232,1.028
27.301000,0.0066,-0.1031,1.0229,1.028
27.301000,0.0076,-0.1040,1.0229,1.028
27.306000,0.0078,-0.1035,1.0222,1.027
27.307000,0.0037,-0.1026,1.0244,1.030
27.310000,0.0044,-0.1040,1.0205,1.026
27.311000,0.0034,-0.1023,1.0190,1.024
27.319000,0.0027,-0.1023,1.0190,1.024
27.320000,0.0037,-0.1021,1.0183,1.023
27.324000,0.0029,-0.1006,1.0136,1.019
27.324000,0.0039,-0.1011,1.0136,1.019
27.334000,0.0022,-0.1028,1.0104,1.016
27.335000,0.0015,-0.1065,1.0092,1.015
27.335000,0.0007,-0.1053,1.0080,1.013
27.335000,0.0034,-0.1033,1.0102,1.015
27.335000,0.0044,-0.1016,1.0126,1.018
27.335000,0.0044,-0.1057,1.0173,1.023
27.340000,0.0019,-0.1053,1.0166,1.022
27.341000,0.0041,-0.1028,1.0141,1.019
27.344000,0.0039,-0.1053,1.0036,1.009
27.345000,0.0044,-0.1050,0.9953,1.001
27.350000,0.0049,-0.1055,0.9892,0.995
27.350000,0.0061,-0.1067,0.9877,0.993
27.355000,0.0061,-0.1099,0.9914,0.997
27.356000,0.0046,-0.1087,1.0058,1.012
27.360000,0.0054,-0.1101,1.0224,1.028
27.361000,0.0056,-0.1097,1.0420,1.048
27.364000,0.0078,-0.1109,1.0588,1.065
27.364000,0.0068,-0.1109,1.0649,1.071
