time,gFx,gFy,gFz,TgF
6.364000,0.0083,-0.0581,1.0219,1.024
6.370000,0.0078,-0.0610,1.0263,1.028
6.370000,0.0083,-0.0620,1.0307,1.033
6.373000,0.0046,-0.0598,1.0329,1.035
6.373000,0.0068,-0.0625,1.0354,1.037
6.377000,0.0063,-0.0610,1.0341,1.036
6.378000,0.0027,-0.0645,1.0329,1.035
6.382000,0.0049,-0.0647,1.0322,1.034
6.382000,0.0039,-0.0647,1.0307,1.033
6.388000,0.0019,-0.0647,1.0293,1.031
6.389000,0.0034,-0.0649,1.0283,1.030
6.393000,0.0037,-0.0659,1.0236,1.026
6.394000,0.0054,-0.0659,1.0253,1.027
6.398000,0.0039,-0.0657,1.0227,1.025
6.398000,0.0037,-0.0671,1.0219,1.024
6.402000,0.0027,-0.0691,1.0200,1.022
6.403000,0.0027,-0.0689,1.0151,1.017
6.412000,0.0029,-0.0691,1.0141,1.016
6.413000,0.0002,-0.0681,1.0136,1.016
6.413000,0.0024,-0.0684,1.0129,1.015
6.413000,0.0034,-0.0667,1.0114,1.014
6.417000,0.0024,-0.0674,1.0117,1.014
6.417000,0.0041,-0.0708,1.0102,1.013
6.422000,0.0029,-0.0706,1.0100,1.012
6.422000,0.0071,-0.0715,1.0087,1.011
6.426000,0.0061,-0.0713,1.0073,1.010
6.427000,0.0054,-0.0733,1.0085,1.011
6.432000,0.0041,-0.0715,1.0126,1.015
6.432000,0.0073,-0.0693,1.0124,1.015
6.436000,0.0056,-0.0703,1.0144,1.017
6.436000,0.0068,-0.0708,1.0163,1.019
6.441000,0.0076,-0.0696,1.0170,1.019
6.441000,0.0056,-0.0711,1.0202,1.023
6.447000,0.0037,-0.0723,1.0214,1.024
6.447000,0.0039,-0.0708,1.0232,1.026
6.451000,0.0044,-0.0715,1.0232,1.026
6.451000,0.0051,-0.0691,1.0253,1.028
6.456000,0.0041,-0.0691,1.0256,1.028
6.456000,0.0034,-0.0708,1.0275,1.030
6.461000,0.0037,-0.0698,1.0280,1.030
6.461000,0.0032,-0.0698,1.0295,1.032
6.465000,0.0022,-0.0706,1.0305,1.033
6.465000,0.0022,-0.0696,1.0317,1.034
6.470000,-0.0027,-0.0686,1.0366,1.039
6.471000,-0.0000,-0.0706,1.0378,1.040
6.475000,-0.0005,-0.0706,1.0361,1.038
6.475000,-0.0042,-0.0686,1.0398,1.042
6.484000,-0.0002,-0.0684,1.0405,1.043
6.485000,-0.0034,-0.0684,1.0403,1.043
6.493000,-0.0022,-0.0679,1.0351,1.037
6.494000,-0.0027,-0.0701,1.0337,1.036
6.494000,-0.0022,-0.0689,1.0327,1.035
6.494000,-0.0007,-0.0679,1.0310,1.033
6.494000,-0.0015,-0.0674,1.0273,1.030
6.495000,-0.0000,-0.0676,1.0258,1.028
6.504000,-0.0007,-0.0681,1.0210,1.023
6.505000,0.0005,-0.0679,1.0202,1.022
6.505000,-0.0010,-0.0669,1.0170,1.019
6.505000,0.0007,-0.0654,1.0129,1.015
6.509000,-0.0007,-0.0652,1.0109,1.013
6.509000,0.0015,-0.0681,1.0060,1.008
6.514000,-0.0005,-0.0674,1.0014,1.004
6.515000,-0.0015,-0.0674,0.9995,1.002
6.520000,0.0002,-0.0645,0.9999,1.002
6.520000,0.0017,-0.0647,1.0004,1.003
6.525000,-0.0007,-0.0654,1.0053,1.007
6.525000,-0.0002,-0.0664,1.0070,1.009
6.529000,-0.0007,-0.0662,1.0100,1.012
6.529000,0.0015,-0.0667,1.0014,1.004
6.534000,0.0027,-0.0684,0.9955,0.998
6.534000,0.0032,-0.0696,0.9897,0.992
6.539000,0.0044,-0.0701,0.9858,0.988
6.540000,0.0051,-0.0728,0.9855,0.988
6.544000,0.0046,-0.0713,0.9941,0.997
6.544000,0.0015,-0.0735,1.0097,1.012
6.548000,0.0012,-0.0737,1.0295,1.032
6.549000,-0.0002,-0.0730,1.0500,1.053
6.553000,-0.0015,-0.0740,1.0688,1.071
6.553000,-0.0027,-0.0750,1.0842,1.087
6.559000,-0.0029,-0.0745,1.0862,1.089
6.559000,-0.0007,-0.0767,1.0796,1.082
6.563000,-0.0005,-0.0759,1.0657,1.068
6.563000,0.0049,-0.0791,1.0552,1.058
6.569000,0.0049,-0.0789,1.0461,1.049
6.569000,0.0010,-0.0781,1.0442,1.047
6.573000,0.0015,-0.0786,1.0422,1.045
6.573000,0.0019,-0.0789,1.0359,1.039
6.577000,0.0054,-0.0767,1.0280,1.031
6.578000,0.0049,-0.0759,1.0190,1.022
6.584000,0.0010,-0.0764,1.0119,1.015
6.585000,0.0019,-0.0735,1.0029,1.006
6.587000,0.0012,-0.0718,1.0060,1.009
6.587000,0.0024,-0.0723,1.0075,1.010
6.593000,-0.0002,-0.0728,1.0117,1.014
6.593000,0.0007,-0.0720,1.0170,1.020
6.599000,-0.0029,-0.0696,1.0170,1.019
6.600000,-0.0020,-0.0693,1.0210,1.023
6.605000,-0.0020,-0.0701,1.0224,1.025
6.606000,-0.0034,-0.0696,1.0268,1.029
6.607000,-0.0034,-0.0693,1.0241,1.026
6.607000,-0.0042,-0.0689,1.0227,1.025
6.611000,-0.0032,-0.0681,1.0249,1.027
6.612000,-0.0029,-0.0701,1.0280,1.030
6.617000,-0.0022,-0.0679,1.0295,1.032
6.617000,0.0015,-0.0674,1.0273,1.030
6.622000,0.0019,-0.0669,1.0283,1.030
6.622000,0.0022,-0.0659,1.0300,1.032
6.626000,0.0027,-0.0671,1.0297,1.032
6.627000,0.0044,-0.0664,1.0268,1.029
6.631000,0.0051,-0.0649,1.0202,1.022
6.631000,0.0032,-0.0637,1.0192,1.021
6.637000,0.0061,-0.0649,1.0180,1.020
6.638000,0.0068,-0.0642,1.0136,1.016
6.641000,0.0049,-0.0659,1.0114,1.014
6.641000,0.0029,-0.0637,1.0100,1.012
6.647000,0.0059,-0.0632,1.0102,1.012
6.648000,0.0039,-0.0642,1.0107,1.013
6.651000,0.0046,-0.0625,1.0146,1.017
6.651000,0.0032,-0.0627,1.0129,1.015
6.655000,-0.0007,-0.0615,1.0158,1.018
6.656000,0.0005,-0.0620,1.0148,1.017
6.660000,0.0019,-0.0591,1.0124,1.014
6.661000,-0.0000,-0.0618,1.0146,1.016
6.666000,-0.0005,-0.0598,1.0129,1.015
6.666000,0.0002,-0.0598,1.0134,1.015
6.671000,0.0005,-0.0608,1.0129,1.015
6.672000,-0.0005,-0.0593,1.0144,1.016
6.676000,0.0002,-0.0598,1.0124,1.014
6.676000,0.0007,-0.0615,1.0134,1.015
6.681000,0.0017,-0.0620,1.0129,1.015
6.682000,0.0034,-0.0591,1.0139,1.016
6.685000,0.0039,-0.0610,1.0173,1.019
6.685000,0.0037,-0.0606,1.0146,1.016
6.690000,0.0039,-0.0620,1.0163,1.018
6.692000,0.0044,-0.0635,1.0212,1.023
6.694000,0.0046,-0.0659,1.0210,1.023
6.694000,0.0049,-0.0676,1.0222,1.024
6.700000,0.0054,-0.0669,1.0229,1.025
6.701000,0.0046,-0.0654,1.0263,1.028
6.706000,0.0046,-0.0689,1.0244,1.027
6.706000,0.0039,-0.0693,1.0249,1.027
6.715000,0.0044,-0.0723,1.0261,1.029
6.716000,0.0041,-0.0752,1.0275,1.030
6.716000,0.0051,-0.0737,1.0300,1.033
6.716000,0.0046,-0.0755,1.0278,1.031
6.725000,0.0029,-0.0752,1.0295,1.032
6.725000,0.0029,-0.0784,1.0285,1.032
6.726000,0.0015,-0.0799,1.0295,1.033
6.726000,0.0002,-0.0842,1.0302,1.034
6.729000,-0.0015,-0.0818,1.0305,1.034
6.729000,-0.0024,-0.0813,1.0297,1.033
6.734000,-0.0020,-0.0842,1.0293,1.033
6.734000,-0.0042,-0.0864,1.0283,1.032
6.738000,-0.0056,-0.0828,1.0278,1.031
6.739000,-0.0046,-0.0838,1.0285,1.032
6.744000,-0.0046,-0.0852,1.0273,1.031
6.744000,-0.0068,-0.0860,1.0305,1.034
6.748000,-0.0068,-0.0847,1.0297,1.033
6.748000,-0.0059,-0.0847,1.0280,1.032
6.753000,-0.0044,-0.0852,1.0271,1.031
6.753000,-0.0061,-0.0869,1.0280,1.032
6.759000,-0.0066,-0.0842,1.0249,1.028
6.759000,-0.0051,-0.0840,1.0229,1.026
6.764000,-0.0059,-0.0860,1.0229,1.027
6.764000,-0.0049,-0.0855,1.0190,1.023
6.768000,-0.0032,-0.0860,1.0185,1.022
6.768000,-0.0034,-0.0852,1.0168,1.020
6.773000,-0.0042,-0.0855,1.0144,1.018
6.773000,-0.0024,-0.0850,1.0144,1.018
6.778000,-0.0012,-0.0845,1.0134,1.017
6.778000,-0.0024,-0.0862,1.0114,1.015
6.782000,-0.0007,-0.0855,1.0102,1.014
6.783000,-0.0024,-0.0847,1.0136,1.017
6.787000,0.0002,-0.0838,1.0122,1.016
6.787000,-0.0015,-0.0830,1.0141,1.018
6.796000,0.0005,-0.0835,1.0175,1.021
6.797000,0.0002,-0.0818,1.0175,1.021
6.797000,0.0002,-0.0828,1.0200,1.023
6.797000,-0.0000,-0.0830,1.0249,1.028
6.808000,-0.0010,-0.0813,1.0222,1.025
6.808000,0.0002,-0.0799,1.0246,1.028
6.808000,-0.0005,-0.0820,1.0249,1.028
6.808000,-0.0000,-0.0811,1.0236,1.027
6.815000,-0.0010,-0.0813,1.0256,1.029
6.815000,-0.0032,-0.0811,1.0271,1.030
6.816000,-0.0051,-0.0806,1.0261,1.029
6.817000,-0.0027,-0.0813,1.0275,1.031
6.821000,-0.0022,-0.0794,1.0271,1.030
6.822000,-0.0029,-0.0796,1.0251,1.028
6.826000,-0.0054,-0.0784,1.0280,1.031
6.826000,-0.0032,-0.0777,1.0263,1.029
6.831000,-0.0044,-0.0769,1.0232,1.026
6.832000,-0.0051,-0.0774,1.0163,1.019
6.837000,-0.0042,-0.0784,1.0097,1.013
6.837000,-0.0076,-0.0791,1.0144,1.017
6.841000,-0.0081,-0.0777,1.0214,1.024
6.841000,-0.0066,-0.0774,1.0246,1.028
6.847000,-0.0059,-0.0742,1.0334,1.036
6.847000,-0.0042,-0.0767,1.0354,1.038
6.851000,-0.0068,-0.0759,1.0366,1.039
6.852000,-0.0034,-0.0745,1.0351,1.038
6.856000,-0.0046,-0.0767,1.0322,1.035
6.856000,-0.0037,-0.0759,1.0246,1.027
6.861000,-0.0039,-0.0767,1.0183,1.021
6.862000,-0.0071,-0.0774,1.0058,1.009
6.865000,-0.0044,-0.0796,0.9999,1.003
6.865000,-0.0039,-0.0803,0.9907,0.994
6.870000,-0.0037,-0.0808,0.9836,0.987
6.871000,0.0007,-0.0828,0.9833,0.987
6.876000,-0.0032,-0.0811,0.9843,0.988
6.877000,-0.0007,-0.0823,0.9938,0.997
6.880000,-0.0000,-0.0828,1.0068,1.010
6.880000,0.0002,-0.0820,1.0227,1.026
6.885000,-0.0012,-0.0813,1.0317,1.035
6.886000,0.0005,-0.0833,1.0407,1.044
6.889000,0.0010,-0.0833,1.0459,1.049
6.890000,0.0019,-0.0833,1.0461,1.049
6.895000,0.0024,-0.0833,1.0432,1.047
6.895000,0.0046,-0.0830,1.0385,1.042
6.901000,0.0037,-0.0850,1.0346,1.038
6.901000,0.0010,-0.0852,1.0310,1.034
6.904000,0.0029,-0.0879,1.0288,1.033
6.905000,0.0029,-0.0877,1.0263,1.030
6.909000,0.0032,-0.0869,1.0271,1.031
6.910000,0.0002,-0.0867,1.0275,1.031
6.915000,-0.0017,-0.0879,1.0290,1.033
6.915000,-0.0042,-0.0862,1.0300,1.034
6.920000,-0.0034,-0.0882,1.0310,1.035
6.921000,-0.0039,-0.0869,1.0310,1.035
6.923000,-0.0042,-0.0847,1.0302,1.034
6.924000,-0.0056,-0.0842,1.0315,1.035
6.929000,-0.0049,-0.0840,1.0297,1.033
6.929000,-0.0088,-0.0818,1.0283,1.032
6.933000,-0.0066,-0.0838,1.0268,1.030
6.934000,-0.0071,-0.0833,1.0234,1.027
6.941000,-0.0076,-0.0835,1.0212,1.025
6.941000,-0.0056,-0.0823,1.0236,1.027
6.947000,-0.0051,-0.0784,1.0249,1.028
6.947000,-0.0044,-0.0796,1.0256,1.029
6.959000,-0.0037,-0.0786,1.0273,1.030
6.959000,-0.0049,-0.0779,1.0280,1.031
6.960000,-0.0005,-0.0755,1.0244,1.027
6.960000,-0.0024,-0.0752,1.0251,1.028
6.960000,-0.0002,-0.0735,1.0222,1.025
6.960000,0.0012,-0.0730,1.0212,1.024
6.963000,0.0015,-0.0740,1.0185,1.021
6.963000,0.0027,-0.0755,1.0156,1.018
6.968000,0.0034,-0.0733,1.0124,1.015
6.968000,0.0022,-0.0740,1.0131,1.016
6.972000,0.0037,-0.0745,1.0117,1.014
6.973000,0.0039,-0.0747,1.0124,1.015
6.978000,0.0063,-0.0767,1.0158,1.019
6.978000,0.0029,-0.0769,1.0178,1.021
6.982000,0.0032,-0.0762,1.0202,1.023
6.983000,0.0041,-0.0777,1.0212,1.024
6.987000,0.0034,-0.0767,1.0239,1.027
6.987000,0.0024,-0.0799,1.0217,1.025
6.993000,0.0037,-0.0799,1.0214,1.025
6.993000,0.0010,-0.0811,1.0183,1.021
6.997000,0.0007,-0.0838,1.0170,1.020
6.998000,0.0012,-0.0823,1.0134,1.017
7.003000,-0.0017,-0.0828,1.0136,1.017
7.003000,-0.0017,-0.0857,1.0126,1.016
7.007000,-0.0010,-0.0864,1.0131,1.017
7.007000,-0.0042,-0.0864,1.0136,1.017
7.011000,-0.0029,-0.0862,1.0144,1.018
7.012000,-0.0037,-0.0877,1.0158,1.020
7.017000,-0.0042,-0.0896,1.0178,1.022
7.017000,-0.0044,-0.0874,1.0173,1.021
7.021000,-0.0044,-0.0891,1.0185,1.022
7.022000,-0.0061,-0.0886,1.0190,1.023
7.026000,-0.0051,-0.0891,1.0195,1.023
7.027000,-0.0068,-0.0884,1.0166,1.020
7.031000,-0.0044,-0.0899,1.0151,1.019
7.032000,-0.0068,-0.0911,1.0131,1.017
7.037000,-0.0054,-0.0908,1.0136,1.018
7.038000,-0.0029,-0.0916,1.0136,1.018
7.041000,-0.0032,-0.0901,1.0112,1.015
7.041000,-0.0012,-0.0913,1.0126,1.017
7.046000,-0.0029,-0.0930,1.0168,1.021
7.046000,-0.0029,-0.0938,1.0197,1.024
7.050000,-0.0015,-0.0913,1.0210,1.025
7.051000,-0.0015,-0.0935,1.0219,1.026
7.057000,-0.0012,-0.0933,1.0273,1.032
7.057000,-0.0010,-0.0926,1.0302,1.034
7.063000,-0.0010,-0.0923,1.0300,1.034
7.063000,-0.0010,-0.0938,1.0337,1.038
7.072000,-0.0005,-0.0945,1.0346,1.039
7.072000,-0.0015,-0.0938,1.0322,1.036
7.072000,-0.0017,-0.0940,1.0366,1.041
7.072000,-0.0015,-0.0930,1.0351,1.039
7.080000,-0.0039,-0.0943,1.0334,1.038
7.081000,-0.0017,-0.0930,1.0324,1.037
7.082000,-0.0039,-0.0918,1.0300,1.034
7.082000,-0.0049,-0.0935,1.0300,1.034
7.085000,-0.0024,-0.0916,1.0268,1.031
7.086000,-0.0029,-0.0913,1.0258,1.030
7.090000,-0.0066,-0.0921,1.0239,1.028
7.090000,-0.0049,-0.0906,1.0234,1.027
7.094000,-0.0046,-0.0923,1.0222,1.026
7.095000,-0.0049,-0.0906,1.0188,1.023
7.099000,-0.0042,-0.0901,1.0185,1.022
7.099000,-0.0054,-0.0923,1.0180,1.022
7.104000,-0.0068,-0.0928,1.0190,1.023
7.105000,-0.0073,-0.0911,1.0197,1.024
7.109000,-0.0054,-0.0894,1.0212,1.025
7.109000,-0.0086,-0.0911,1.0210,1.025
7.115000,-0.0051,-0.0889,1.0200,1.024
7.120000,-0.0066,-0.0884,1.0202,1.024
7.121000,-0.0054,-0.0899,1.0224,1.026
7.121000,-0.0066,-0.0889,1.0214,1.025
7.124000,-0.0046,-0.0877,1.0207,1.024
7.124000,-0.0046,-0.0901,1.0210,1.025
7.129000,-0.0061,-0.0894,1.0234,1.027
7.129000,-0.0049,-0.0889,1.0212,1.025
7.133000,-0.0049,-0.0901,1.0222,1.026
7.133000,-0.0034,-0.0904,1.0188,1.023
7.138000,-0.0029,-0.0894,1.0217,1.026
7.139000,-0.0034,-0.0923,1.0200,1.024
7.143000,-0.0032,-0.0889,1.0180,1.022
7.144000,-0.0046,-0.0860,1.0153,1.019
7.148000,-0.0037,-0.0886,1.0136,1.017
7.149000,-0.0007,-0.0872,1.0139,1.018
7.153000,0.0002,-0.0877,1.0087,1.013
7.154000,-0.0022,-0.0869,1.0051,1.009
7.158000,-0.0029,-0.0891,1.0053,1.009
7.158000,-0.0022,-0.0886,1.0053,1.009
7.163000,-0.0032,-0.0889,1.0065,1.010
7.163000,-0.0076,-0.0884,1.0087,1.013
7.168000,-0.0073,-0.0904,1.0126,1.017
7.169000,-0.0051,-0.0894,1.0141,1.018
7.173000,-0.0032,-0.0899,1.0097,1.014
7.173000,-0.0024,-0.0904,1.0021,1.006
7.177000,-0.0007,-0.0921,0.9955,1.000
7.177000,-0.0034,-0.0926,0.9911,0.995
7.183000,0.0005,-0.0923,0.9897,0.994
7.183000,0.0007,-0.0952,0.9960,1.001
7.188000,0.0019,-0.0957,1.0109,1.015
7.188000,-0.0020,-0.0972,1.0339,1.038
7.194000,-0.0027,-0.0967,1.0547,1.059
7.194000,-0.0029,-0.0940,1.0669,1.071
7.197000,0.0005,-0.0962,1.0708,1.075
7.197000,-0.0015,-0.0965,1.0720,1.076
7.202000,-0.0010,-0.0979,1.0742,1.079
7.203000,0.0019,-0.0987,1.0681,1.073
7.206000,-0.0000,-0.0996,1.0622,1.067
7.207000,-0.0007,-0.0977,1.0505,1.055
7.212000,0.0010,-0.0991,1.0376,1.042
7.212000,0.0024,-0.0994,1.0295,1.034
7.218000,0.0015,-0.1011,1.0249,1.030
7.219000,-0.0024,-0.0994,1.0241,1.029
7.226000,-0.0007,-0.0982,1.0253,1.030
7.226000,-0.0017,-0.0974,1.0214,1.026
7.227000,-0.0005,-0.0977,1.0185,1.023
7.227000,-0.0020,-0.0984,1.0095,1.014
7.233000,-0.0039,-0.0962,1.0080,1.013
7.234000,-0.0039,-0.0935,1.0058,1.010
7.236000,-0.0037,-0.0935,1.0034,1.008
7.236000,-0.0049,-0.0945,1.0043,1.009
7.241000,-0.0039,-0.0930,1.0053,1.010
7.241000,-0.0044,-0.0938,1.0041,1.008
7.246000,-0.0034,-0.0923,1.0068,1.011
7.246000,-0.0032,-0.0911,1.0080,1.012
7.251000,-0.0032,-0.0916,1.0129,1.017
7.251000,-0.0017,-0.0913,1.0158,1.020
7.256000,-0.0032,-0.0916,1.0205,1.025
7.256000,-0.0024,-0.0904,1.0253,1.029
7.260000,0.0002,-0.0889,1.0263,1.030
7.261000,0.0022,-0.0879,1.0263,1.030
7.265000,0.0017,-0.0884,1.0273,1.031
7.265000,0.0029,-0.0867,1.0297,1.033
7.272000,0.0034,-0.0879,1.0283,1.032
7.273000,0.0019,-0.0882,1.0297,1.034
7.275000,0.0029,-0.0872,1.0307,1.034
7.275000,0.0022,-0.0864,1.0319,1.036
7.280000,0.0019,-0.0860,1.0307,1.034
7.280000,0.0019,-0.0852,1.0275,1.031
7.285000,0.0010,-0.0860,1.0283,1.032
7.286000,0.0007,-0.0855,1.0266,1.030
7.290000,-0.0002,-0.0857,1.0227,1.026
7.290000,-0.0017,-0.0852,1.0234,1.027
7.294000,-0.0024,-0.0840,1.0217,1.025
7.295000,-0.0039,-0.0855,1.0214,1.025
7.299000,-0.0042,-0.0806,1.0222,1.025
7.300000,-0.0034,-0.0840,1.0163,1.020
7.305000,-0.0049,-0.0835,1.0166,1.020
7.305000,-0.0064,-0.0811,1.0151,1.018
7.309000,-0.0039,-0.0816,1.0156,1.019
7.310000,-0.0027,-0.0806,1.0136,1.017
7.317000,-0.0044,-0.0823,1.0158,1.019
7.317000,-0.0022,-0.0794,1.0109,1.014
7.319000,-0.0046,-0.0801,1.0095,1.013
7.319000,-0.0017,-0.0791,1.0100,1.013
7.324000,-0.0005,-0.0799,1.0119,1.015
7.324000,-0.0017,-0.0799,1.0104,1.014
7.330000,-0.0002,-0.0808,1.0122,1.015
7.331000,0.0019,-0.0828,1.0114,1.015
7.338000,-0.0002,-0.0833,1.0117,1.015
7.338000,0.0019,-0.0825,1.0136,1.017
7.345000,0.0029,-0.0862,1.0134,1.017
7.345000,0.0022,-0.0855,1.0151,1.019
7.346000,0.0007,-0.0879,1.0148,1.019
7.346000,0.0015,-0.0894,1.0166,1.020
7.349000,0.0027,-0.0904,1.0161,1.020
7.349000,0.0027,-0.0918,1.0158,1.020
7.353000,0.0002,-0.0940,1.0205,1.025
7.353000,-0.0010,-0.0957,1.0207,1.025
7.358000,0.0010,-0.0965,1.0219,1.026
7.358000,0.0007,-0.0974,1.0222,1.027
7.363000,-0.0010,-0.1021,1.0239,1.029
7.363000,-0.0010,-0.0999,1.0232,1.028
7.368000,-0.0024,-0.1011,1.0249,1.030
7.368000,-0.0037,-0.1011,1.0227,1.028
7.372000,-0.0076,-0.1021,1.0244,1.029
7.373000,-0.0073,-0.1028,1.0273,1.032
7.377000,-0.0068,-0.1055,1.0256,1.031
7.378000,-0.0071,-0.1055,1.0251,1.031
7.383000,-0.0068,-0.1035,1.0241,1.029
7.384000,-0.0059,-0.1038,1.0261,1.031
7.387000,-0.0103,-0.1053,1.0273,1.033
7.388000,-0.0110,-0.1035,1.0266,1.032
7.393000,-0.0103,-0.1038,1.0285,1.034
7.394000,-0.0083,-0.1035,1.0278,1.033
7.398000,-0.0100,-0.1045,1.0275,1.033
7.398000,-0.0083,-0.1035,1.0244,1.030
7.402000,-0.0071,-0.1011,1.0249,1.030
7.402000,-0.0049,-0.1035,1.0234,1.029
7.406000,-0.0068,-0.1026,1.0224,1.028
7.407000,-0.0039,-0.1028,1.0219,1.027
7.411000,-0.0029,-0.1018,1.0224,1.027
7.412000,-0.0034,-0.1040,1.0188,1.024
7.417000,-0.0037,-0.1004,1.0188,1.024
7.418000,-0.0007,-0.1004,1.0188,1.024
7.422000,-0.0002,-0.0989,1.0192,1.024
7.423000,-0.0010,-0.0987,1.0180,1.023
7.428000,-0.0002,-0.0982,1.0192,1.024
7.429000,0.0007,-0.0982,1.0173,1.022
7.431000,0.0012,-0.0979,1.0188,1.023
7.431000,0.0005,-0.0967,1.0188,1.023
7.437000,0.0002,-0.0977,1.0158,1.021
7.437000,0.0012,-0.0974,1.0168,1.021
7.441000,0.0005,-0.0957,1.0139,1.018
7.442000,-0.0010,-0.0962,1.0168,1.021
7.446000,0.0002,-0.0955,1.0163,1.021
7.447000,-0.0000,-0.0962,1.0158,1.020
7.452000,0.0002,-0.0948,1.0156,1.020
7.453000,-0.0020,-0.0948,1.0166,1.021
7.458000,0.0007,-0.0965,1.0151,1.020
7.458000,-0.0002,-0.0950,1.0168,1.021
7.470000,-0.0007,-0.0940,1.0173,1.022
7.470000,-0.0039,-0.0933,1.0156,1.020
7.471000,-0.0029,-0.0952,1.0166,1.021
7.471000,-0.0032,-0.0926,1.0126,1.017
7.471000,-0.0024,-0.0945,1.0144,1.019
7.471000,-0.0054,-0.0940,1.0131,1.018
7.475000,-0.0042,-0.0952,1.0097,1.014
7.475000,-0.0054,-0.0948,1.0102,1.015
7.480000,-0.0022,-0.0940,1.0048,1.009
7.481000,-0.0027,-0.0935,0.9995,1.004
7.485000,-0.0024,-0.0938,1.0012,1.006
7.485000,-0.0024,-0.0945,1.0092,1.014
7.491000,-0.0027,-0.0940,1.0166,1.021
7.491000,-0.0020,-0.0935,1.0227,1.027
7.495000,-0.0042,-0.0908,1.0251,1.029
7.495000,-0.0029,-0.0923,1.0283,1.032
7.500000,-0.0059,-0.0918,1.0295,1.034
7.500000,-0.0029,-0.0918,1.0256,1.030
7.506000,-0.0037,-0.0960,1.0161,1.021
7.506000,-0.0037,-0.0965,1.0021,1.007
7.509000,-0.0024,-0.0972,0.9973,1.002
7.509000,-0.0002,-0.0984,0.9929,0.998
7.514000,-0.0046,-0.0970,0.9921,0.997
7.515000,-0.0032,-0.0974,0.9973,1.002
7.519000,-0.0022,-0.0996,1.0097,1.015
7.519000,-0.0005,-0.0984,1.0210,1.026
7.525000,-0.0010,-0.0994,1.0300,1.035
7.525000,-0.0012,-0.1001,1.0381,1.043
7.529000,-0.0007,-0.1001,1.0388,1.044
7.530000,-0.0005,-0.1026,1.0395,1.045
7.535000,0.0027,-0.0999,1.0395,1.044
7.535000,0.0034,-0.1023,1.0341,1.039
7.540000,0.0051,-0.1016,1.0354,1.040
7.540000,0.0037,-0.1006,1.0329,1.038
7.543000,0.0044,-0.1021,1.0261,1.031
7.544000,0.0044,-0.1004,1.0244,1.029
7.548000,0.0034,-0.1001,1.0241,1.029
7.549000,0.0022,-0.1021,1.0236,1.029
7.553000,0.0017,-0.0989,1.0249,1.030
7.554000,0.0007,-0.0989,1.0261,1.031
7.558000,0.0010,-0.0967,1.0261,1.031
7.558000,0.0010,-0.0967,1.0300,1.035
7.563000,-0.0010,-0.0994,1.0293,1.034
7.564000,-0.0022,-0.0970,1.0319,1.036
7.568000,-0.0017,-0.0967,1.0346,1.039
7.568000,-0.0042,-0.0952,1.0295,1.034
7.573000,-0.0027,-0.0972,1.0302,1.035
7.573000,-0.0061,-0.0967,1.0295,1.034
7.578000,-0.0029,-0.0945,1.0280,1.032
7.578000,-0.0029,-0.0938,1.0283,1.033
7.584000,-0.0034,-0.0948,1.0239,1.028
7.585000,-0.0039,-0.0940,1.0239,1.028
7.588000,-0.0027,-0.0923,1.0224,1.027
7.588000,-0.0017,-0.0923,1.0205,1.025
7.593000,-0.0029,-0.0918,1.0200,1.024
7.593000,-0.0020,-0.0901,1.0200,1.024
7.597000,-0.0020,-0.0899,1.0190,1.023
7.598000,0.0005,-0.0904,1.0188,1.023
7.605000,-0.0007,-0.0874,1.0175,1.021
7.606000,0.0012,-0.0872,1.0180,1.022
7.614000,0.0007,-0.0855,1.0151,1.019
7.616000,0.0017,-0.0864,1.0139,1.018
7.616000,0.0019,-0.0857,1.0129,1.017
7.616000,0.0024,-0.0852,1.0122,1.016
7.616000,0.0034,-0.0857,1.0075,1.011
7.616000,0.0066,-0.0889,1.0078,1.012
7.621000,0.0054,-0.0869,1.0085,1.012
7.621000,0.0044,-0.0869,1.0073,1.011
7.627000,0.0029,-0.0896,1.0117,1.016
7.627000,0.0071,-0.0901,1.0109,1.015
7.632000,0.0049,-0.0906,1.0124,1.016
7.632000,0.0054,-0.0913,1.0144,1.018
7.636000,0.0061,-0.0904,1.0188,1.023
7.636000,0.0044,-0.0911,1.0180,1.022
7.641000,0.0041,-0.0933,1.0178,1.022
7.641000,0.0044,-0.0965,1.0166,1.021
7.646000,0.0024,-0.0962,1.0158,1.020
7.647000,0.0022,-0.0974,1.0148,1.020
7.651000,0.0017,-0.0987,1.0166,1.021
7.652000,0.0015,-0.0972,1.0153,1.020
7.656000,-0.0032,-0.0982,1.0163,1.021
7.656000,-0.0029,-0.0994,1.0158,1.021
7.661000,-0.0005,-0.0999,1.0188,1.024
7.662000,-0.0002,-0.1011,1.0202,1.025
7.665000,-0.0039,-0.1028,1.0207,1.026
7.665000,-0.0037,-0.1016,1.0229,1.028
7.672000,-0.0044,-0.1028,1.0224,1.028
7.672000,-0.0054,-0.1013,1.0210,1.026
7.675000,-0.0051,-0.1043,1.0217,1.027
7.675000,-0.0042,-0.1033,1.0219,1.027
7.681000,-0.0024,-0.1033,1.0202,1.025
7.681000,-0.0044,-0.1023,1.0200,1.025
7.687000,-0.0039,-0.1038,1.0173,1.023
7.687000,-0.0029,-0.1026,1.0170,1.022
7.690000,-0.0032,-0.1038,1.0161,1.021
7.690000,-0.0029,-0.1040,1.0173,1.023
7.698000,-0.0005,-0.1033,1.0156,1.021
