time,wx (rad/s),wy (rad/s),wz (rad/s)
27.743,0.00,-0.01,-0.00
27.743,0.01,-0.01,-0.00
27.749,0.01,-0.01,-0.00
27.749,0.01,-0.01,-0.00
27.755,0.01,-0.01,-0.00
27.756,0.01,-0.01,0.00
27.758,0.01,-0.02,-0.00
27.758,0.01,-0.01,-0.00
27.762,0.01,-0.01,-0.00
27.763,0.01,-0.01,-0.00
27.767,0.00,-0.01,-0.00
27.768,0.00,-0.01,-0.00
27.773,-0.00,-0.01,-0.00
27.773,-0.00,-0.01,-0.00
27.777,-0.00,-0.01,-0.00
27.778,-0.01,-0.01,-0.01
27.783,-0.00,-0.00,-0.01
27.783,-0.00,-0.00,-0.01
27.787,-0.00,-0.00,-0.01
27.788,-0.00,-0.00,-0.01
27.792,-0.00,0.00,-0.00
27.792,-0.00,0.00,-0.00
27.797,-0.00,0.00,-0.00
27.797,-0.00,0.00,-0.00
27.802,0.00,0.00,-0.00
27.802,0.00,0.00,-0.00
27.816,0.00,0.00,-0.00
27.816,0.00,0.00,-0.00
27.816,0.00,0.00,-0.00
27.816,0.00,0.00,-0.00
27.817,0.00,0.00,-0.00
27.817,0.00,0.00,-0.00
27.821,0.00,0.00,0.00
27.821,0.00,0.00,0.00
27.826,-0.00,0.00,-0.00
27.827,-0.00,0.00,0.00
27.831,-0.00,0.00,-0.00
27.831,-0.00,0.00,-0.00
27.835,-0.00,0.00,0.00
27.836,-0.01,0.00,0.00
27.841,-0.01,0.00,0.00
27.842,-0.01,0.00,0.00
27.845,-0.01,0.01,0.00
27.846,-0.01,0.01,0.00
27.851,-0.01,0.01,0.00
27.851,-0.01,0.00,0.00
27.855,-0.01,0.01,0.00
27.856,-0.01,0.00,0.00
27.861,-0.01,0.00,-0.00
27.861,-0.01,0.00,-0.00
27.865,-0.01,0.00,-0.00
27.866,-0.01,0.00,0.00
27.870,-0.01,0.00,-0.00
27.870,-0.01,0.00,0.00
27.875,-0.01,0.00,0.00
27.875,-0.01,0.00,0.00
27.880,-0.01,0.00,0.00
27.881,-0.01,0.00,0.00
27.884,-0.01,0.00,-0.00
27.885,-0.01,0.00,0.00
27.889,-0.01,0.00,0.00
27.890,-0.01,0.00,0.00
27.894,-0.00,0.00,0.00
27.895,-0.00,-0.00,0.00
27.899,-0.00,-0.00,-0.00
27.899,-0.00,-0.00,-0.00
27.904,-0.00,-0.00,0.00
27.905,-0.01,-0.00,0.00
27.914,-0.00,-0.00,0.00
27.914,-0.00,-0.00,0.00
27.914,-0.00,-0.00,0.00
27.921,-0.00,-0.00,-0.00
27.921,-0.00,-0.00,0.00
27.921,-0.01,-0.00,0.00
27.925,-0.00,-0.00,-0.00
27.926,-0.00,0.00,-0.00
27.928,-0.00,0.00,0.00
27.928,-0.00,0.00,0.00
27.933,-0.00,0.00,-0.00
27.934,-0.00,-0.00,-0.00
27.938,-0.00,0.00,-0.00
27.938,-0.00,-0.00,-0.00
27.944,-0.00,-0.00,-0.00
27.944,0.00,0.00,-0.00
27.948,0.00,-0.00,-0.00
27.948,0.00,-0.00,-0.00
27.954,0.00,-0.00,-0.00
27.954,0.00,-0.00,-0.00
27.958,0.00,-0.00,-0.00
27.959,0.00,0.00,-0.00
27.962,0.00,-0.00,-0.00
27.962,0.00,-0.00,-0.00
27.968,0.00,-0.00,-0.00
27.969,-0.00,-0.00,-0.00
27.973,-0.00,-0.00,-0.00
27.974,-0.00,-0.00,-0.00
27.978,-0.00,-0.00,-0.00
27.978,-0.00,0.00,-0.00
27.983,-0.00,-0.00,-0.00
27.983,-0.00,-0.00,-0.00
27.989,-0.00,-0.00,-0.00
27.990,-0.00,0.00,-0.00
27.992,-0.00,-0.00,-0.00
27.992,-0.00,-0.00,-0.00
27.997,-0.00,0.00,-0.00
27.997,-0.00,-0.00,-0.00
28.002,-0.00,-0.00,0.00
28.002,-0.00,-0.00,-0.00
28.007,-0.00,-0.00,-0.00
28.008,-0.00,-0.00,0.00
28.011,0.00,-0.00,0.00
28.012,-0.00,-0.00,0.00
28.017,-0.00,-0.00,0.00
28.017,-0.00,-0.00,0.00
28.021,-0.00,-0.00,0.00
28.022,0.00,-0.00,0.00
28.026,-0.00,-0.00,0.00
28.027,-0.00,-0.00,0.00
28.033,0.00,-0.00,-0.00
28.033,0.00,0.00,0.00
28.036,0.00,-0.00,-0.00
28.036,-0.00,0.00,0.00
28.041,-0.00,0.00,-0.00
28.041,0.00,0.00,-0.00
28.046,-0.00,0.00,-0.00
28.046,0.00,0.00,-0.00
28.051,-0.00,0.00,-0.00
28.052,-0.00,0.01,-0.00
28.059,-0.00,0.01,-0.00
28.060,-0.00,0.00,-0.00
28.067,-0.00,0.00,-0.00
28.067,0.00,0.00,-0.00
28.068,-0.00,-0.00,-0.01
28.068,0.00,0.00,-0.01
28.072,0.00,-0.00,-0.01
28.072,0.00,-0.00,-0.01
28.075,0.01,-0.00,-0.01
28.076,0.01,-0.00,-0.01
28.080,0.01,-0.00,-0.01
28.080,0.01,-0.00,-0.01
28.085,0.01,-0.00,-0.00
28.085,0.01,-0.01,-0.00
28.089,0.01,-0.01,-0.00
28.090,0.01,-0.01,-0.00
28.094,0.01,-0.01,-0.00
28.094,0.01,-0.01,-0.00
28.099,0.00,-0.01,-0.00
28.100,0.00,-0.01,-0.00
28.104,-0.00,-0.01,-0.00
28.104,-0.01,-0.00,-0.00
28.109,-0.01,0.00,-0.00
28.109,-0.01,0.00,-0.00
28.114,-0.02,0.01,-0.00
28.114,-0.02,0.01,-0.00
28.118,-0.02,0.02,0.00
28.118,-0.02,0.04,0.00
28.124,-0.02,0.04,0.00
28.124,-0.02,0.05,0.00
28.128,-0.02,0.06,0.00
28.128,-0.02,0.06,0.00
28.134,-0.01,0.05,0.00
28.134,-0.01,0.04,0.00
28.138,-0.01,0.03,-0.00
28.139,-0.00,0.02,-0.00
28.144,0.00,0.01,-0.00
28.144,0.01,0.01,-0.00
28.148,0.01,0.01,-0.01
28.148,0.02,0.02,-0.00
28.153,0.02,0.02,-0.00
28.154,0.02,0.01,-0.00
28.158,0.02,-0.01,-0.00
28.158,0.02,-0.02,-0.00
28.163,0.02,-0.02,-0.00
28.163,0.02,-0.02,-0.00
28.167,0.02,-0.02,-0.00
28.168,0.01,-0.03,0.00
28.173,0.01,-0.03,0.00
28.173,-0.00,-0.03,-0.00
28.179,-0.01,-0.02,0.00
28.179,-0.01,-0.02,0.00
28.182,-0.02,-0.01,0.00
28.183,-0.02,-0.01,0.00
28.192,-0.03,0.00,0.00
28.193,-0.03,0.00,-0.00
28.193,-0.03,0.01,-0.00
28.193,-0.03,0.01,-0.00
28.197,-0.03,0.00,-0.00
28.197,-0.02,0.00,-0.00
28.208,-0.02,-0.00,-0.00
28.208,-0.01,-0.01,-0.00
28.209,-0.01,-0.01,-0.00
28.209,-0.00,-0.01,-0.00
28.211,0.01,-0.01,-0.00
28.212,0.01,-0.01,-0.00
28.217,0.02,-0.01,-0.00
28.217,0.02,-0.01,-0.00
28.221,0.03,-0.01,-0.00
28.222,0.03,-0.01,-0.00
28.226,0.03,-0.01,-0.00
28.226,0.03,-0.01,-0.00
28.232,0.03,-0.01,-0.00
28.232,0.04,-0.01,-0.00
28.236,0.03,-0.01,-0.00
28.237,0.03,-0.01,-0.00
28.241,0.03,-0.01,0.00
28.242,0.02,-0.01,-0.00
28.245,0.02,-0.01,0.00
28.246,0.02,-0.01,0.00
28.251,0.02,-0.01,0.00
28.252,0.01,-0.01,0.00
28.255,0.01,-0.01,0.00
28.255,0.00,-0.01,0.00
28.260,0.00,-0.01,0.00
28.261,0.00,-0.01,0.01
28.265,0.00,-0.01,0.00
28.265,0.00,-0.01,0.00
28.270,0.00,-0.01,0.00
28.270,-0.00,-0.01,0.00
28.275,-0.00,-0.01,0.00
28.275,-0.00,-0.01,0.00
28.279,0.00,-0.01,0.00
28.280,0.00,-0.01,0.00
28.285,0.00,-0.01,0.00
28.285,0.00,-0.01,0.00
28.290,0.00,-0.01,0.00
28.290,0.00,-0.01,-0.00
28.295,0.00,-0.01,0.00
28.296,0.00,-0.01,-0.00
28.301,0.00,-0.01,-0.00
28.302,0.00,-0.01,0.00
28.304,0.01,-0.01,-0.00
28.304,0.00,-0.01,-0.00
28.310,0.00,-0.01,-0.00
28.310,0.01,-0.01,-0.00
28.314,0.00,-0.00,0.00
28.314,0.00,-0.00,-0.00
28.319,0.01,-0.00,-0.00
28.319,0.00,-0.00,-0.00
28.323,0.00,-0.00,-0.00
28.324,0.01,-0.00,0.00
28.330,0.01,-0.00,-0.00
28.331,0.01,-0.00,-0.00
28.339,0.01,-0.00,0.00
28.339,0.01,-0.00,-0.00
28.340,0.01,-0.00,0.00
28.340,0.01,-0.00,-0.00
28.344,0.01,-0.00,0.00
28.345,0.01,-0.00,0.00
28.348,0.01,-0.00,0.00
28.348,0.01,-0.00,-0.00
28.352,0.01,-0.00,0.00
28.353,0.01,-0.00,0.00
28.358,0.01,-0.00,-0.00
28.359,0.01,-0.00,-0.00
28.363,0.01,-0.00,0.00
28.363,0.01,-0.00,-0.00
28.368,0.01,-0.00,-0.00
28.368,0.00,-0.01,-0.00
28.372,0.01,-0.00,-0.00
28.373,0.01,-0.00,0.00
28.380,0.00,-0.00,0.00
28.380,0.01,-0.00,-0.00
28.382,0.01,-0.00,-0.00
28.382,0.01,0.00,-0.00
28.389,0.00,-0.00,0.00
28.390,0.00,0.00,0.00
28.392,0.01,-0.00,0.00
28.392,0.00,0.00,0.00
28.398,0.01,-0.00,-0.00
28.398,0.01,-0.00,-0.00
28.402,0.01,-0.00,0.00
28.402,0.01,-0.01,0.00
28.406,0.01,-0.00,0.00
28.406,0.00,-0.01,-0.00
28.411,0.00,-0.01,0.00
28.412,0.00,-0.01,0.00
28.416,0.00,-0.01,0.00
28.417,0.00,-0.01,0.00
28.422,0.01,-0.01,0.00
28.423,0.00,-0.01,0.00
28.426,0.00,-0.01,0.00
28.427,0.00,-0.01,0.00
28.431,0.00,-0.01,0.00
28.431,0.00,-0.01,0.00
28.436,0.00,-0.01,-0.00
28.436,0.00,-0.01,0.00
28.440,-0.00,-0.00,-0.00
28.441,-0.00,-0.01,-0.00
28.448,-0.00,-0.01,-0.00
28.449,-0.00,-0.01,-0.00
28.451,-0.00,-0.00,-0.00
28.451,0.00,-0.00,-0.01
28.455,0.00,0.00,-0.01
28.456,-0.00,0.00,-0.01
28.461,-0.00,0.01,-0.00
28.461,-0.00,0.00,-0.01
28.467,-0.00,0.00,-0.01
28.468,-0.00,-0.00,-0.01
28.470,-0.01,-0.01,-0.01
28.470,-0.01,-0.01,-0.01
28.475,-0.01,-0.00,-0.01
28.475,-0.01,0.00,-0.01
28.480,-0.02,0.01,-0.01
28.480,-0.02,0.02,-0.00
28.484,-0.02,0.02,-0.00
28.484,-0.03,0.02,-0.00
28.489,-0.03,0.02,-0.00
28.490,-0.04,0.01,-0.00
28.494,-0.04,0.01,-0.00
28.495,-0.04,0.00,-0.00
28.500,-0.04,-0.00,-0.01
28.500,-0.04,-0.00,-0.01
28.504,-0.03,-0.00,-0.01
28.505,-0.03,0.00,-0.01
28.509,-0.02,0.01,-0.01
28.509,-0.01,0.01,-0.01
28.514,-0.01,0.01,-0.01
28.515,-0.00,0.01,-0.01
28.518,0.00,0.00,-0.01
28.519,0.01,0.01,-0.01
28.523,0.01,0.00,-0.01
28.524,0.02,0.00,-0.00
28.529,0.02,0.00,-0.01
28.530,0.02,0.00,-0.01
28.536,0.01,0.00,-0.00
28.536,0.01,0.01,-0.00
28.538,0.01,0.01,-0.00
28.539,0.01,0.01,-0.00
28.545,0.00,0.01,-0.00
28.545,-0.00,0.01,-0.00
28.548,-0.00,0.01,-0.00
28.548,-0.01,0.01,-0.00
28.552,-0.01,0.01,-0.00
28.553,-0.01,0.01,-0.00
28.557,-0.01,0.01,-0.00
28.558,-0.01,0.01,-0.00
28.563,-0.01,0.01,-0.00
28.563,-0.01,0.01,-0.00
28.570,-0.01,0.01,-0.00
28.570,-0.01,0.01,-0.00
28.573,-0.01,0.01,-0.00
28.573,-0.01,0.01,-0.00
28.578,-0.01,0.01,-0.00
28.578,-0.01,0.01,-0.00
28.582,-0.01,0.01,-0.00
28.583,-0.01,0.01,-0.00
28.588,-0.01,0.00,-0.00
28.588,-0.01,0.00,-0.00
28.592,-0.01,0.00,-0.00
28.592,-0.01,0.00,-0.00
28.597,-0.01,0.00,-0.00
28.597,-0.01,0.00,-0.00
28.602,-0.01,0.00,-0.00
28.602,-0.01,0.00,-0.00
28.607,-0.01,0.00,-0.00
28.607,-0.01,0.00,-0.00
28.612,-0.01,0.00,-0.01
28.613,-0.01,0.00,-0.00
28.617,-0.01,0.00,-0.00
28.618,-0.01,0.00,-0.01
28.622,-0.00,0.01,-0.01
28.623,-0.00,0.00,-0.01
28.626,0.00,0.00,-0.01
28.627,0.01,-0.00,-0.01
28.632,0.01,-0.00,-0.01
28.632,0.01,-0.00,-0.01
28.636,0.02,-0.00,-0.01
28.636,0.02,-0.00,-0.00
28.642,0.02,-0.01,-0.00
28.642,0.02,-0.01,-0.00
28.647,0.02,-0.00,-0.01
28.647,0.02,-0.01,-0.01
28.651,0.02,-0.00,-0.00
28.651,0.01,-0.00,-0.00
28.656,0.01,-0.00,-0.01
28.657,0.01,-0.00,-0.01
28.660,0.00,-0.00,-0.01
28.661,0.00,-0.00,-0.01
28.666,0.00,-0.00,-0.01
28.666,-0.00,0.00,-0.01
28.671,-0.00,0.00,-0.01
28.671,-0.01,0.00,-0.01
28.675,-0.00,0.00,-0.01
28.675,-0.00,0.00,-0.01
28.680,-0.00,0.00,-0.01
28.681,-0.00,0.00,-0.01
28.685,-0.00,0.00,-0.01
28.685,-0.00,0.01,-0.01
28.691,0.00,0.01,-0.01
28.692,0.00,0.01,-0.01
28.697,0.00,0.01,-0.01
28.698,0.00,0.01,-0.01
28.707,0.00,0.01,-0.01
28.707,0.00,0.01,-0.01
28.707,0.01,0.01,-0.01
28.708,0.00,0.01,-0.01
28.709,0.00,0.01,-0.01
28.709,0.01,0.01,-0.01
28.714,0.00,0.01,-0.01
28.714,0.00,0.01,-0.01
28.719,0.00,0.01,-0.01
28.719,0.00,0.01,-0.01
28.724,0.00,0.01,-0.01
28.724,0.00,0.01,-0.01
28.728,0.00,0.01,-0.01
28.730,-0.00,0.01,-0.00
28.734,-0.00,0.01,-0.01
28.734,0.00,0.01,-0.01
28.738,0.00,0.01,-0.01
28.739,0.00,0.01,-0.00
28.744,0.00,0.01,-0.01
28.744,-0.00,0.01,-0.01
28.748,-0.00,0.01,-0.01
28.749,-0.00,0.01,-0.01
28.753,0.00,0.01,-0.01
28.753,0.00,0.01,-0.01
28.758,0.00,0.01,-0.01
28.758,0.00,0.01,-0.01
28.764,0.00,0.01,-0.01
28.764,0.00,0.01,-0.01
28.769,0.00,0.01,-0.01
28.769,0.00,0.01,-0.01
28.772,0.00,0.01,-0.01
28.772,0.01,0.01,-0.01
28.779,0.01,0.01,-0.01
28.779,0.01,0.01,-0.01
28.782,0.01,0.01,-0.01
28.783,0.01,0.01,-0.00
28.788,0.01,0.01,-0.00
28.788,0.01,0.01,-0.00
28.792,0.01,0.01,-0.00
28.792,0.00,0.01,-0.00
28.798,0.01,0.01,-0.00
28.798,0.01,0.01,-0.00
28.805,0.01,0.01,-0.00
28.805,0.01,0.01,-0.00
28.809,0.00,0.01,-0.00
28.810,0.01,0.01,-0.00
28.814,0.01,0.01,-0.00
28.814,0.01,0.01,-0.00
28.817,0.00,0.01,-0.00
28.817,0.00,0.01,-0.00
28.822,0.01,0.01,-0.01
28.823,0.01,0.01,-0.01
28.826,0.01,0.01,-0.01
28.827,0.01,0.01,-0.00
28.831,0.01,0.01,-0.01
28.832,0.01,0.01,-0.01
28.836,0.01,0.01,-0.01
28.837,0.01,0.01,-0.01
28.841,0.01,0.01,-0.01
28.841,0.00,0.01,-0.01
28.845,0.01,0.01,-0.01
28.846,0.01,0.01,-0.01
28.851,0.00,0.01,-0.01
28.851,0.01,0.01,-0.01
28.857,0.01,0.01,-0.01
28.858,0.01,0.01,-0.01
28.860,0.01,0.01,-0.01
28.861,0.01,0.01,-0.01
28.865,0.01,0.01,-0.01
28.865,0.00,0.01,-0.01
28.870,0.01,0.01,-0.01
28.871,0.01,0.01,-0.01
28.876,0.00,0.01,-0.01
28.876,0.01,0.01,-0.01
28.880,0.01,0.01,-0.01
28.881,0.01,0.01,-0.01
28.885,0.01,0.01,-0.01
28.885,0.01,0.01,-0.00
28.892,0.01,0.00,-0.01
28.892,0.00,0.00,-0.01
28.894,0.00,0.00,-0.01
28.895,0.01,0.00,-0.01
28.899,0.01,0.00,-0.01
28.899,0.00,0.00,-0.01
28.904,0.00,0.00,-0.01
28.905,0.01,0.00,-0.01
28.910,0.00,0.00,-0.01
28.910,0.00,0.01,-0.01
28.915,0.00,0.01,-0.01
28.924,0.00,0.00,-0.00
28.924,-0.00,0.01,-0.00
28.924,-0.00,0.01,-0.00
28.924,-0.00,0.01,-0.00
28.924,-0.00,0.01,-0.00
28.929,-0.00,0.01,-0.00
28.929,-0.00,0.01,-0.01
28.934,-0.00,0.01,-0.00
28.934,-0.00,0.01,-0.01
28.938,-0.00,0.01,-0.00
28.938,0.00,0.01,-0.00
28.943,0.00,0.00,-0.01
28.943,0.00,0.01,-0.01
28.948,0.00,0.01,-0.01
28.948,0.00,0.01,-0.01
28.953,0.00,0.01,-0.01
28.954,0.00,0.01,-0.01
28.958,0.00,0.01,-0.00
28.958,0.00,0.01,-0.01
28.963,0.00,0.01,-0.00
28.963,0.00,0.01,-0.00
28.970,0.00,0.01,-0.01
28.970,-0.00,0.01,-0.01
28.973,-0.00,0.01,-0.01
28.973,-0.00,0.01,-0.01
28.977,-0.00,0.01,-0.01
28.978,-0.00,0.01,-0.01
28.982,-0.00,0.01,-0.01
28.983,-0.00,0.01,-0.01
28.987,-0.00,0.01,-0.01
28.988,-0.00,0.01,-0.01
28.992,0.00,0.01,-0.01
28.992,0.00,0.01,-0.01
28.997,0.00,0.01,-0.00
28.997,0.00,0.00,-0.01
29.006,0.00,0.00,-0.01
29.006,0.00,0.00,-0.00
29.006,-0.00,-0.00,-0.00
29.007,-0.00,-0.00,-0.00
29.014,-0.00,-0.00,-0.00
29.015,-0.00,-0.00,-0.00
29.017,-0.01,-0.00,-0.00
29.017,-0.01,0.00,-0.00
29.021,-0.01,0.00,-0.00
29.021,-0.01,0.01,0.00
29.026,-0.01,0.01,-0.00
29.027,-0.02,0.01,0.00
29.032,-0.02,0.01,-0.00
29.032,-0.02,0.01,-0.00
29.036,-0.02,0.02,-0.00
29.037,-0.02,0.02,-0.00
29.041,-0.02,0.03,0.00
29.041,-0.02,0.04,-0.00
29.046,-0.02,0.05,-0.00
29.047,-0.02,0.06,-0.00
29.051,-0.02,0.07,-0.00
29.051,-0.02,0.06,-0.00
29.056,-0.01,0.06,-0.00
29.057,-0.01,0.05,-0.00
29.061,-0.01,0.04,-0.01
29.061,-0.01,0.03,-0.01
29.065,-0.00,0.02,-0.01
29.065,0.00,0.02,-0.01
29.070,0.01,0.02,-0.01
29.071,0.02,0.02,-0.01
29.077,0.02,0.01,-0.01
29.077,0.02,0.00,-0.01
29.081,0.02,-0.01,-0.01
29.082,0.02,-0.01,-0.01
29.085,0.01,-0.02,-0.01
29.085,0.01,-0.03,-0.01
29.091,0.01,-0.04,-0.01
29.092,-0.00,-0.04,-0.01
29.094,-0.01,-0.04,-0.01
29.095,-0.01,-0.03,-0.01
29.100,-0.02,-0.03,-0.01
29.100,-0.02,-0.01,-0.01
29.105,-0.02,-0.00,-0.00
29.105,-0.02,0.00,-0.00
29.113,-0.02,0.00,-0.00
29.113,-0.02,0.00,-0.00
29.115,-0.02,0.00,-0.00
29.115,-0.01,-0.00,-0.00
29.119,0.00,-0.01,-0.00
29.119,0.01,-0.01,-0.00
29.124,0.02,-0.01,-0.00
29.124,0.03,-0.01,-0.00
29.129,0.04,-0.01,-0.00
29.129,0.04,-0.01,-0.00
29.134,0.05,-0.01,-0.00
29.134,0.05,-0.00,-0.00
29.138,0.05,-0.00,-0.00
29.139,0.05,-0.00,-0.00
29.143,0.05,-0.00,-0.00
29.143,0.05,0.00,-0.00
29.150,0.05,0.00,-0.00
29.150,0.04,0.01,-0.00
29.153,0.03,0.01,-0.01
29.153,0.03,0.01,-0.01
29.158,0.02,0.01,-0.01
29.159,0.02,0.01,-0.01
29.163,0.01,0.01,-0.01
29.163,0.01,0.01,-0.01
29.168,0.01,0.01,-0.01
29.169,0.01,0.01,-0.01
29.173,0.00,0.01,-0.01
29.173,0.00,0.01,-0.01
29.178,0.00,0.01,-0.01
29.178,-0.00,0.01,-0.01
29.182,-0.00,0.01,-0.00
29.183,-0.00,0.01,-0.00
29.188,-0.00,0.01,-0.00
29.188,-0.00,0.01,-0.00
29.192,0.00,0.01,-0.00
29.192,0.00,0.01,-0.00
29.197,0.00,0.01,-0.00
29.197,0.00,0.01,-0.00
29.202,0.01,0.01,0.00
29.202,0.01,0.01,-0.00
29.207,0.01,0.01,-0.00
29.207,0.01,0.01,-0.00
29.211,0.01,0.01,-0.00
29.212,0.01,0.01,-0.00
29.217,0.01,0.01,-0.00
29.218,0.01,0.01,-0.00
29.222,0.01,0.01,-0.00
29.223,0.01,0.01,-0.00
29.226,0.02,0.01,-0.00
29.227,0.02,0.01,-0.00
29.232,0.02,0.01,-0.00
29.232,0.02,0.01,-0.00
29.237,0.02,0.01,-0.00
29.238,0.02,0.01,-0.00
29.242,0.02,0.01,-0.00
29.242,0.02,0.01,-0.00
29.248,0.02,0.01,-0.00
29.248,0.02,0.01,-0.01
29.250,0.03,0.01,-0.00
29.250,0.02,0.01,-0.01
29.256,0.02,0.01,-0.01
29.256,0.02,0.01,-0.01
29.260,0.02,0.01,-0.00
29.261,0.02,0.01,-0.01
29.266,0.01,0.01,-0.01
29.266,0.01,0.00,-0.01
29.273,0.01,0.00,-0.01
29.273,0.01,0.00,-0.01
29.276,0.01,0.00,-0.01
29.276,0.01,0.00,-0.01
29.282,0.00,0.00,-0.01
29.283,0.00,0.00,-0.01
29.285,0.00,0.00,-0.01
29.285,0.00,0.00,-0.01
29.290,0.00,0.00,-0.01
29.290,0.00,-0.00,-0.01
29.294,0.01,-0.00,-0.01
29.295,0.00,0.00,-0.01
29.299,0.01,0.00,-0.01
29.300,0.01,0.00,-0.01
29.304,0.01,0.00,-0.01
29.305,0.01,-0.00,-0.01
29.309,0.01,-0.00,-0.01
29.309,0.01,-0.00,-0.01
29.314,0.01,0.00,-0.00
29.315,0.01,0.00,-0.00
29.319,0.01,0.00,-0.00
29.319,0.01,0.00,-0.00
29.324,0.01,0.01,-0.00
29.325,0.01,0.01,-0.00
29.328,0.01,0.01,-0.00
29.329,0.01,0.01,-0.00
29.335,0.01,0.00,-0.00
29.336,0.01,0.00,-0.00
29.339,0.01,0.01,-0.00
29.339,0.01,0.00,-0.00
29.344,0.01,0.00,-0.00
29.345,0.01,0.00,-0.00
29.348,0.01,0.00,-0.00
29.349,0.01,0.00,-0.01
29.353,0.01,0.00,-0.00
29.354,0.01,0.00,-0.00
29.358,0.01,0.00,-0.00
29.359,0.01,0.00,-0.00
29.363,0.01,0.01,-0.00
29.364,0.00,0.01,-0.00
29.368,0.00,0.01,-0.01
29.368,-0.00,0.00,-0.01
29.373,-0.00,0.00,-0.00
29.373,-0.01,-0.00,-0.00
29.377,-0.01,-0.01,-0.01
29.378,-0.01,-0.01,-0.01
29.383,-0.01,-0.01,-0.01
29.383,-0.01,-0.01,-0.01
29.388,-0.01,-0.01,-0.01
29.388,-0.02,-0.01,-0.01
29.393,-0.02,-0.01,-0.00
29.394,-0.02,-0.00,-0.00
29.397,-0.03,0.01,-0.00
29.398,-0.03,0.01,-0.00
29.403,-0.03,0.01,-0.00
29.404,-0.04,0.01,-0.00
29.407,-0.04,0.02,-0.00
29.408,-0.04,0.01,-0.00
29.412,-0.04,0.01,-0.00
29.412,-0.04,0.01,-0.00
29.417,-0.03,0.01,-0.00
29.417,-0.03,0.01,-0.01
29.421,-0.02,0.01,-0.00
29.421,-0.02,0.01,-0.01
29.426,-0.01,0.01,-0.01
29.427,-0.01,0.01,-0.01
29.431,-0.00,0.00,-0.01
29.431,0.01,-0.00,-0.01
29.437,0.01,-0.01,-0.01
29.438,0.02,-0.01,-0.01
29.442,0.02,-0.01,-0.01
29.442,0.03,-0.01,-0.01
29.448,0.03,-0.01,-0.00
29.448,0.03,-0.01,-0.00
29.450,0.03,-0.01,-0.01
29.450,0.03,-0.00,-0.01
29.455,0.02,-0.00,-0.00
29.456,0.02,-0.00,-0.00
29.460,0.02,-0.00,-0.00
29.461,0.01,-0.00,-0.00
29.465,0.00,0.00,-0.00
29.465,0.00,0.00,-0.01
29.471,-0.01,0.00,-0.00
29.471,-0.01,0.01,-0.00
29.475,-0.01,0.01,-0.00
29.476,-0.01,0.01,-0.00
29.480,-0.01,0.01,-0.00
29.481,-0.01,0.01,-0.00
29.485,-0.01,0.01,-0.00
29.485,-0.01,0.01,-0.00
29.491,-0.01,0.00,-0.00
29.491,-0.01,0.00,-0.00
29.495,-0.01,0.00,-0.00
29.496,-0.01,0.00,-0.00
29.499,-0.01,-0.00,-0.00
29.500,-0.01,-0.00,-0.00
29.504,-0.00,-0.00,-0.00
29.505,-0.00,-0.00,-0.00
29.510,-0.00,-0.00,-0.00
29.510,-0.00,-0.00,-0.00
29.514,-0.00,0.00,-0.00
29.515,-0.00,0.00,-0.00
29.520,0.00,0.01,-0.00
29.520,-0.00,0.01,-0.00
29.524,-0.00,0.01,-0.00
29.524,0.00,0.01,-0.00
29.529,0.01,0.01,-0.00
29.530,0.00,0.01,-0.00
29.534,0.01,0.01,-0.00
29.534,0.01,0.00,-0.00
29.538,0.01,0.00,-0.00
29.539,0.01,-0.00,-0.00
29.545,0.01,-0.00,-0.01
29.545,0.01,-0.01,-0.00
29.549,0.01,-0.01,-0.00
29.550,0.01,-0.00,-0.00
29.553,0.01,-0.01,-0.00
29.553,0.01,-0.01,-0.00
29.559,0.01,-0.01,-0.00
29.559,0.01,-0.01,-0.00
29.563,0.00,-0.00,-0.00
29.563,0.00,-0.00,-0.00
29.568,0.00,-0.00,-0.00
29.568,-0.00,-0.00,-0.00
29.573,-0.01,0.00,-0.00
29.574,-0.01,0.01,-0.00
29.578,-0.01,0.00,-0.00
29.578,-0.01,0.01,-0.00
29.582,-0.01,0.01,-0.00
29.583,-0.01,0.00,-0.00
29.589,-0.01,0.00,-0.01
29.589,-0.01,0.00,-0.01
29.594,-0.01,0.00,-0.01
29.595,-0.01,0.00,-0.01
29.597,-0.00,0.00,-0.01
29.598,0.00,0.01,-0.01
29.602,0.00,0.01,-0.01
29.602,0.01,0.01,-0.01
29.607,0.01,0.01,-0.01
29.607,0.01,0.01,-0.01
29.613,0.02,0.01,-0.01
29.613,0.02,0.01,-0.01
29.619,0.02,0.01,-0.01
29.620,0.02,0.01,-0.01
29.623,0.02,0.01,-0.01
29.623,0.02,0.01,-0.01
29.628,0.02,0.01,-0.01
29.628,0.02,0.01,-0.01
29.631,0.02,0.01,-0.01
29.631,0.02,0.01,-0.01
29.636,0.02,0.01,-0.01
29.637,0.02,0.01,-0.01
29.643,0.01,0.01,-0.01
29.643,0.01,0.01,-0.01
29.647,0.01,0.02,-0.01
29.648,0.01,0.02,-0.01
29.651,0.01,0.02,-0.01
29.651,0.01,0.01,-0.01
29.656,0.01,0.01,-0.01
29.656,0.01,0.01,-0.01
29.661,0.00,0.01,-0.01
29.661,0.01,0.01,-0.01
29.666,0.01,0.01,-0.01
29.666,0.01,0.01,-0.01
29.670,0.01,0.01,-0.01
29.670,0.01,0.01,-0.01
