time,wx (rad/s),wy (rad/s),wz (rad/s)
29.675,0.01,0.01,-0.01
29.676,0.01,0.01,-0.01
29.681,0.01,0.01,-0.01
29.682,0.01,0.01,-0.01
29.686,0.01,0.01,-0.01
29.686,0.02,0.01,-0.01
29.690,0.01,0.00,-0.01
29.690,0.01,0.01,-0.01
29.694,0.01,0.01,-0.01
29.695,0.01,0.01,-0.01
29.700,0.01,0.00,-0.01
29.700,0.01,0.01,-0.01
29.706,0.01,0.01,-0.01
29.707,0.01,0.01,-0.01
29.710,0.01,0.01,-0.01
29.710,0.01,0.01,-0.01
29.714,0.00,0.01,-0.01
29.715,0.00,0.01,-0.01
29.719,0.00,0.01,-0.01
29.719,0.00,0.01,-0.01
29.725,0.00,0.01,-0.00
29.725,0.00,0.01,-0.01
29.729,0.00,0.00,-0.00
29.730,-0.00,0.01,-0.00
29.734,0.00,0.01,-0.01
29.735,0.00,0.00,-0.01
29.741,0.00,0.01,-0.01
29.742,0.00,0.00,-0.01
29.744,0.00,0.00,-0.01
29.744,0.00,0.00,-0.01
29.749,-0.00,0.00,-0.01
29.750,-0.00,0.01,-0.01
29.754,0.00,0.00,-0.01
29.754,0.00,0.00,-0.01
29.759,0.00,0.00,-0.01
29.760,-0.00,0.00,-0.01
29.763,0.00,0.00,-0.01
29.763,0.00,0.00,-0.01
29.768,0.00,0.01,-0.01
29.769,0.00,0.01,-0.01
29.772,-0.00,0.00,-0.01
29.773,-0.00,0.01,-0.01
29.778,-0.00,0.01,-0.01
29.779,-0.00,0.01,-0.01
29.783,-0.01,0.01,-0.01
29.784,-0.01,0.01,-0.01
29.787,-0.01,0.01,-0.01
29.788,-0.01,0.01,-0.01
29.792,-0.01,0.01,-0.01
29.793,-0.01,0.01,-0.01
29.797,-0.01,0.01,-0.01
29.798,-0.01,0.01,-0.01
29.803,-0.01,0.01,-0.01
29.803,-0.02,0.01,-0.01
29.807,-0.01,0.01,-0.00
29.807,-0.01,0.01,-0.01
29.812,-0.01,0.00,-0.01
29.813,-0.01,0.01,-0.00
29.817,-0.01,0.00,-0.00
29.817,-0.01,0.00,-0.00
29.822,-0.01,0.00,-0.00
29.823,-0.01,-0.00,-0.00
29.827,-0.01,-0.00,-0.00
29.828,-0.01,-0.00,-0.00
29.832,-0.01,-0.00,-0.00
29.832,-0.00,-0.00,-0.00
29.838,-0.00,-0.01,-0.00
29.839,-0.00,-0.01,-0.00
29.841,-0.00,-0.01,-0.00
29.841,-0.00,-0.01,-0.00
29.846,-0.00,-0.01,-0.00
29.847,-0.00,-0.01,-0.00
29.850,-0.01,-0.01,-0.01
29.851,-0.01,-0.01,-0.00
29.856,-0.01,-0.00,-0.00
29.857,-0.02,-0.00,-0.00
29.864,-0.02,0.00,-0.00
29.865,-0.02,0.00,-0.00
29.868,-0.02,0.00,-0.00
29.868,-0.02,0.01,-0.00
29.872,-0.02,0.01,-0.00
29.873,-0.02,0.02,-0.00
29.875,-0.02,0.03,-0.00
29.875,-0.01,0.04,-0.00
29.881,-0.01,0.05,-0.00
29.881,-0.01,0.06,-0.00
29.885,-0.01,0.06,-0.00
29.886,-0.02,0.06,-0.00
29.889,-0.02,0.06,-0.00
29.890,-0.02,0.05,-0.00
29.894,-0.01,0.04,-0.00
29.895,-0.01,0.04,-0.00
29.900,-0.00,0.03,-0.00
29.901,0.00,0.02,-0.01
29.906,0.01,0.00,-0.01
29.906,0.01,-0.01,-0.00
29.910,0.01,-0.03,-0.00
29.910,0.01,-0.03,-0.01
29.915,0.01,-0.03,-0.00
29.916,0.01,-0.03,-0.00
29.919,0.01,-0.04,-0.00
29.920,0.00,-0.04,-0.00
29.924,-0.00,-0.04,-0.00
29.924,-0.01,-0.04,-0.00
29.929,-0.01,-0.04,-0.00
29.930,-0.02,-0.03,-0.00
29.934,-0.02,-0.02,-0.00
29.934,-0.02,-0.01,-0.00
29.939,-0.02,-0.00,-0.00
29.940,-0.02,-0.00,-0.00
29.945,-0.01,-0.01,-0.00
29.945,-0.01,-0.01,-0.00
29.949,0.00,-0.01,-0.00
29.949,0.01,-0.01,-0.00
29.953,0.02,-0.01,-0.00
29.954,0.03,-0.01,-0.00
29.960,0.03,-0.01,-0.00
29.961,0.04,-0.01,0.00
29.963,0.05,-0.01,0.00
29.964,0.05,-0.01,-0.00
29.968,0.05,-0.01,-0.00
29.969,0.05,-0.01,0.00
29.972,0.05,-0.01,-0.00
29.973,0.04,-0.01,0.00
29.979,0.04,-0.01,0.00
29.979,0.03,-0.01,0.00
29.986,0.03,-0.00,-0.00
29.987,0.02,-0.00,0.00
29.990,0.01,0.00,0.00
29.990,0.01,0.00,0.00
29.995,0.00,0.01,0.00
29.995,0.00,0.01,0.00
29.998,0.00,0.01,0.00
29.998,-0.00,0.01,0.00
30.003,-0.00,0.01,0.00
30.004,-0.00,0.01,0.01
30.007,-0.00,0.00,0.01
30.007,-0.00,0.00,0.01
30.013,-0.00,0.00,0.01
30.013,-0.00,-0.00,0.00
30.017,-0.00,-0.00,0.01
30.018,-0.00,-0.00,0.01
30.023,-0.01,-0.00,0.01
30.023,-0.01,-0.01,0.01
30.026,-0.00,-0.01,0.00
30.027,-0.01,-0.00,0.00
30.031,-0.00,-0.00,0.00
30.031,-0.00,-0.00,0.00
30.038,-0.00,-0.00,0.00
30.039,-0.00,-0.00,0.00
30.042,-0.00,-0.00,0.00
30.042,-0.00,-0.00,0.00
30.047,0.00,-0.00,-0.00
30.047,0.00,-0.00,-0.00
30.050,0.00,-0.00,-0.00
30.051,0.00,-0.00,-0.00
30.055,0.01,-0.00,-0.00
30.056,0.01,-0.00,-0.00
30.061,0.01,-0.00,-0.00
30.062,0.01,-0.00,-0.00
30.067,0.01,-0.00,-0.00
30.067,0.01,-0.00,-0.00
30.071,0.01,-0.00,-0.00
30.071,0.01,-0.00,-0.00
30.075,0.01,-0.00,-0.00
30.075,0.01,-0.00,-0.00
30.081,0.01,-0.00,-0.00
30.082,0.01,-0.00,-0.00
30.085,0.01,-0.00,0.00
30.086,0.00,-0.00,-0.00
30.091,0.00,-0.00,-0.00
30.091,-0.00,-0.00,-0.00
30.095,-0.00,-0.00,-0.00
30.095,-0.00,-0.00,-0.00
30.099,-0.01,-0.00,-0.00
30.100,-0.00,-0.01,-0.00
30.105,-0.00,-0.00,-0.00
30.105,-0.01,-0.00,-0.00
30.110,-0.01,-0.00,-0.00
30.110,-0.01,-0.00,-0.00
30.119,-0.01,-0.00,-0.00
30.120,-0.01,-0.00,-0.00
30.120,-0.00,-0.01,-0.00
30.120,-0.01,-0.00,-0.00
30.124,-0.00,-0.01,-0.00
30.125,-0.00,-0.01,-0.01
30.129,0.00,-0.01,-0.00
30.129,0.00,-0.00,-0.00
30.135,0.00,-0.01,-0.01
30.135,0.00,-0.00,-0.01
30.139,0.00,-0.00,-0.01
30.139,0.01,-0.00,-0.01
30.144,0.01,-0.00,-0.01
30.144,0.01,-0.00,-0.01
30.149,0.01,0.00,-0.01
30.149,0.01,-0.00,-0.01
30.153,0.01,-0.00,-0.00
30.153,0.01,-0.00,-0.01
30.158,0.01,-0.00,-0.00
30.158,0.00,0.00,-0.00
30.163,0.01,0.00,-0.00
30.164,0.01,0.00,-0.00
30.169,0.01,0.00,-0.00
30.169,0.00,-0.00,-0.00
30.173,0.00,0.00,-0.00
30.174,0.00,0.00,-0.00
30.179,0.00,0.00,-0.00
30.179,0.00,0.00,-0.00
30.183,-0.00,0.00,-0.00
30.183,0.00,0.00,-0.00
30.188,0.00,0.00,-0.00
30.188,0.00,0.00,-0.00
30.194,-0.00,0.00,-0.00
30.195,-0.00,0.00,-0.00
30.197,-0.00,-0.00,-0.00
30.198,-0.00,-0.01,0.00
30.202,-0.00,-0.01,0.00
30.202,-0.00,-0.02,-0.00
30.208,-0.01,-0.02,0.00
30.208,-0.01,-0.02,-0.00
30.213,-0.01,-0.02,0.00
30.213,-0.01,-0.02,-0.00
30.217,-0.01,-0.01,0.00
30.217,-0.01,-0.00,0.00
30.223,-0.01,0.00,0.00
30.224,-0.01,0.01,0.00
30.229,-0.01,0.01,0.00
30.230,-0.02,0.00,0.00
30.232,-0.02,0.00,-0.00
30.232,-0.02,0.00,-0.00
30.237,-0.02,-0.00,-0.00
30.237,-0.01,-0.01,-0.00
30.241,-0.01,-0.01,-0.00
30.241,-0.01,-0.01,-0.00
30.245,-0.01,-0.01,-0.00
30.246,-0.01,-0.01,-0.00
30.252,-0.00,-0.00,0.00
30.252,-0.00,0.00,-0.00
30.256,-0.00,0.01,-0.00
30.256,-0.00,0.01,-0.00
30.261,0.00,0.01,0.00
30.262,0.00,0.01,-0.00
30.266,0.00,-0.00,0.00
30.266,0.01,-0.00,-0.00
30.271,0.01,-0.01,-0.00
30.272,0.01,-0.01,-0.00
30.275,0.02,-0.01,-0.00
30.275,0.02,-0.01,-0.00
30.281,0.02,-0.01,-0.00
30.281,0.02,-0.01,-0.00
30.285,0.02,-0.01,-0.00
30.285,0.02,-0.00,-0.00
30.291,0.02,-0.00,-0.00
30.291,0.01,-0.00,-0.00
30.295,0.01,-0.00,-0.00
30.296,0.01,-0.00,-0.00
30.300,0.00,-0.00,0.00
30.300,0.00,-0.00,-0.00
30.307,-0.00,-0.00,-0.00
30.308,-0.01,-0.00,0.00
30.309,-0.00,-0.00,0.00
30.310,-0.01,-0.00,0.00
30.316,-0.00,-0.00,0.00
30.316,-0.00,-0.00,0.00
30.319,-0.00,-0.01,0.00
30.320,-0.00,-0.01,0.00
30.325,-0.00,-0.01,0.01
30.325,0.00,-0.01,0.01
30.329,0.00,-0.01,0.01
30.330,0.00,-0.01,0.01
30.335,0.00,-0.01,0.01
30.335,0.00,-0.01,0.01
30.340,0.00,-0.01,0.00
30.341,0.00,-0.00,0.01
30.343,0.00,-0.00,0.01
30.344,0.01,-0.00,0.00
30.349,0.00,-0.00,0.00
30.349,0.01,-0.00,0.00
30.353,0.01,-0.00,0.00
30.354,0.01,-0.00,0.00
30.358,0.01,-0.00,0.00
30.358,0.01,-0.01,0.00
30.363,0.01,-0.01,0.00
30.363,0.02,-0.01,0.00
30.368,0.02,-0.01,0.00
30.368,0.02,-0.01,0.00
30.373,0.02,-0.01,-0.00
30.373,0.02,-0.01,-0.00
30.378,0.02,-0.01,-0.00
30.379,0.02,-0.01,-0.00
30.385,0.02,-0.01,-0.00
30.385,0.02,-0.01,-0.00
30.387,0.02,-0.01,-0.00
30.387,0.02,-0.01,-0.00
30.394,0.02,-0.01,-0.00
30.394,0.01,-0.01,0.00
30.398,0.01,-0.01,-0.00
30.398,0.01,-0.01,0.00
30.402,0.01,-0.01,-0.00
30.403,0.01,-0.01,0.00
30.407,0.01,-0.01,0.00
30.407,0.00,-0.01,0.00
30.413,0.00,-0.01,-0.00
30.413,0.00,-0.01,-0.00
30.420,0.00,-0.01,0.00
30.420,0.01,-0.01,0.00
30.422,0.01,-0.00,0.00
30.422,0.01,-0.00,0.00
30.428,0.01,-0.00,0.00
30.429,0.01,-0.00,0.00
30.431,0.01,-0.00,0.00
30.432,0.01,-0.00,-0.00
30.437,0.02,-0.00,-0.00
30.438,0.02,0.00,-0.00
30.442,0.02,0.00,0.00
30.443,0.02,0.00,-0.00
30.447,0.02,0.00,-0.00
30.447,0.02,0.00,0.00
30.451,0.02,0.00,0.00
30.452,0.02,0.00,-0.00
30.457,0.02,0.00,0.00
30.458,0.02,0.01,0.00
30.463,0.02,0.00,-0.00
30.464,0.02,0.00,0.00
30.466,0.02,0.00,-0.00
30.466,0.02,0.00,0.00
30.473,0.02,0.00,-0.00
30.474,0.02,0.00,-0.00
30.476,0.02,0.00,-0.00
30.477,0.01,0.00,0.00
30.480,0.01,-0.00,-0.00
30.481,0.02,-0.00,0.00
30.485,0.01,-0.00,-0.00
30.486,0.02,-0.00,-0.00
30.491,0.02,-0.00,-0.00
30.491,0.01,-0.00,-0.00
30.499,0.02,-0.00,-0.00
30.500,0.02,-0.00,-0.00
30.501,0.01,-0.00,-0.00
30.501,0.01,-0.00,-0.00
30.507,0.01,-0.00,0.00
30.508,0.01,-0.00,0.00
30.510,0.01,0.00,0.00
30.510,0.01,0.00,0.00
30.515,0.01,-0.00,0.00
30.517,0.01,-0.00,0.00
30.523,0.01,0.00,0.00
30.523,0.01,-0.00,0.00
30.524,0.01,-0.01,0.00
30.524,0.01,-0.00,0.00
30.529,0.01,-0.01,0.00
30.529,0.01,-0.00,0.00
30.534,0.01,-0.01,0.00
30.535,0.01,-0.01,-0.00
30.539,0.01,-0.01,-0.00
30.539,0.01,-0.00,0.00
30.543,0.01,-0.00,0.00
30.544,0.01,-0.00,0.00
30.549,0.00,-0.00,0.00
30.550,0.00,-0.00,0.00
30.553,0.00,-0.00,0.00
30.554,0.00,-0.00,-0.00
30.560,0.00,-0.00,0.00
30.561,0.00,-0.00,0.00
30.563,0.00,-0.00,0.00
30.564,0.00,-0.00,-0.00
30.568,0.00,-0.00,0.00
30.569,0.00,-0.01,0.00
30.575,0.00,-0.01,0.00
30.575,0.01,-0.01,-0.00
30.577,0.01,-0.01,-0.00
30.577,0.01,-0.01,0.00
30.583,0.01,-0.00,0.00
30.583,0.01,-0.01,0.00
30.587,0.01,-0.01,0.00
30.587,0.01,-0.01,0.00
30.592,0.01,-0.01,0.00
30.592,0.02,-0.01,0.00
30.597,0.01,-0.01,0.00
30.597,0.01,-0.01,0.00
30.602,0.01,-0.02,0.00
30.602,0.01,-0.02,0.00
30.607,0.01,-0.02,0.00
30.607,0.01,-0.02,0.00
30.612,0.00,-0.01,0.00
30.612,0.00,-0.01,0.00
30.616,-0.00,-0.01,0.00
30.617,-0.01,-0.00,0.00
30.622,-0.01,-0.00,0.00
30.623,-0.01,-0.00,0.00
30.627,-0.01,0.00,0.00
30.628,-0.01,0.00,0.00
30.631,-0.01,0.01,0.00
30.632,-0.01,0.02,0.00
30.637,-0.01,0.03,-0.00
30.637,-0.01,0.04,-0.00
30.641,-0.00,0.05,0.00
30.642,-0.00,0.06,0.00
30.646,-0.00,0.07,0.00
30.646,-0.01,0.07,0.00
30.652,-0.01,0.06,0.00
30.652,-0.01,0.05,0.00
30.657,-0.01,0.04,-0.00
30.657,-0.00,0.03,-0.00
30.661,-0.00,0.01,-0.00
30.662,0.00,-0.01,-0.00
30.666,0.01,-0.03,-0.00
30.666,0.01,-0.04,-0.00
30.670,0.02,-0.04,-0.00
30.670,0.02,-0.03,0.00
30.676,0.02,-0.03,0.00
30.676,0.02,-0.02,0.00
30.681,0.02,-0.03,0.00
30.681,0.02,-0.05,0.00
30.685,0.01,-0.05,0.00
30.686,0.01,-0.06,0.00
30.690,0.00,-0.06,0.00
30.690,-0.00,-0.05,-0.00
30.696,-0.01,-0.03,0.00
30.696,-0.01,-0.02,0.00
30.700,-0.01,-0.01,0.00
30.700,-0.01,-0.01,0.00
30.706,-0.01,-0.01,0.00
30.706,-0.01,-0.01,0.00
30.710,-0.00,-0.02,0.00
30.710,0.00,-0.02,0.00
30.714,0.01,-0.02,0.00
30.714,0.01,-0.02,0.00
30.719,0.02,-0.02,0.00
30.720,0.03,-0.02,0.00
30.724,0.03,-0.02,0.00
30.724,0.04,-0.01,0.00
30.730,0.05,-0.02,0.00
30.730,0.05,-0.01,0.00
30.734,0.05,-0.01,0.01
30.734,0.05,-0.01,0.01
30.739,0.04,-0.01,0.01
30.739,0.04,-0.01,0.01
30.743,0.04,-0.01,0.01
30.744,0.03,-0.01,0.01
30.749,0.03,-0.01,0.01
30.750,0.02,-0.01,0.01
30.753,0.02,-0.01,0.01
30.754,0.02,-0.01,0.01
30.758,0.01,-0.00,0.01
30.759,0.01,-0.00,0.01
30.763,0.01,-0.00,0.01
30.763,0.00,-0.00,0.01
30.769,0.00,-0.00,0.01
30.769,-0.00,-0.00,0.01
30.773,-0.00,-0.01,0.01
30.773,0.00,-0.01,0.01
30.777,-0.00,-0.01,0.01
30.778,0.00,-0.01,0.01
30.785,-0.00,-0.01,0.01
30.785,0.00,-0.01,0.01
30.787,-0.00,-0.01,0.01
30.787,-0.00,-0.01,0.01
30.792,0.00,-0.01,0.00
30.792,0.00,-0.01,0.00
30.797,0.00,-0.01,0.00
30.798,0.00,-0.01,0.00
30.802,0.00,-0.01,0.00
30.802,0.00,-0.01,0.00
30.807,0.00,-0.01,0.00
30.808,0.00,-0.01,0.00
30.813,0.00,-0.01,0.00
30.813,0.01,-0.01,0.00
30.819,0.01,-0.01,0.01
30.820,0.01,-0.01,0.00
30.821,0.01,-0.00,0.01
30.822,0.01,-0.00,0.01
30.827,0.01,-0.00,0.01
30.828,0.01,-0.00,0.00
30.831,0.01,-0.00,0.00
30.832,0.01,-0.00,0.01
30.837,0.01,-0.00,0.00
30.837,0.01,-0.00,0.00
30.841,0.01,-0.01,0.00
30.842,0.01,-0.00,0.00
30.847,0.01,-0.01,0.00
30.847,0.01,-0.01,0.00
30.852,0.01,-0.01,0.00
30.853,0.01,-0.01,-0.00
30.856,0.01,-0.01,0.00
30.856,0.01,-0.01,0.00
30.861,0.01,-0.01,0.00
30.861,0.01,-0.01,0.00
30.865,0.00,-0.01,0.00
30.866,0.00,-0.01,-0.00
30.871,0.00,-0.01,-0.00
30.871,0.00,-0.01,0.00
30.875,0.00,-0.01,0.00
30.876,0.00,-0.01,0.00
30.880,0.00,-0.01,0.00
30.881,0.00,-0.01,0.00
30.885,-0.00,-0.01,0.00
30.886,-0.00,-0.01,0.00
30.890,0.00,-0.01,0.00
30.890,0.00,-0.01,0.00
30.899,0.00,-0.01,0.00
30.900,0.00,-0.01,0.00
30.900,-0.00,-0.01,0.00
30.900,0.00,-0.01,0.00
30.904,0.00,-0.01,0.01
30.904,0.00,-0.01,0.00
30.910,0.00,-0.01,0.00
30.910,0.00,-0.01,0.00
30.914,0.00,-0.00,0.00
30.914,0.00,-0.01,0.00
30.920,0.00,-0.01,0.00
30.920,0.00,-0.01,0.00
30.924,0.00,-0.01,-0.00
30.924,0.01,-0.01,-0.00
30.929,0.00,-0.01,-0.00
30.929,0.01,-0.01,-0.00
30.934,0.00,-0.01,-0.00
30.934,0.01,-0.01,0.00
30.939,0.01,-0.01,-0.00
30.939,0.01,-0.01,0.00
30.943,0.01,-0.01,-0.00
30.944,0.00,-0.01,-0.00
30.948,0.00,-0.01,-0.00
30.948,0.00,-0.01,-0.00
30.953,0.01,-0.01,-0.00
30.954,0.00,-0.01,-0.00
30.959,0.00,-0.01,-0.00
30.959,0.00,-0.00,-0.00
30.963,0.00,-0.00,-0.00
30.964,0.00,-0.00,-0.00
30.969,0.00,-0.01,0.00
30.969,0.00,-0.01,-0.00
30.973,0.00,-0.02,-0.00
30.974,0.00,-0.02,0.00
30.978,-0.00,-0.03,0.00
30.978,-0.00,-0.03,0.00
30.983,-0.00,-0.02,0.00
30.984,-0.00,-0.02,0.00
30.988,-0.01,-0.01,0.00
30.989,-0.01,-0.00,0.01
30.992,-0.01,0.00,0.01
30.993,-0.02,0.01,0.01
30.998,-0.02,0.01,0.01
30.998,-0.03,0.01,0.01
31.002,-0.03,0.00,0.01
31.002,-0.03,0.00,0.01
31.009,-0.03,0.00,0.00
31.010,-0.03,0.00,0.00
31.012,-0.03,0.01,0.00
31.013,-0.03,0.01,0.00
31.018,-0.03,0.01,0.00
31.019,-0.02,0.01,0.00
31.022,-0.02,0.00,0.00
31.022,-0.01,0.00,0.00
31.027,-0.00,-0.00,0.00
31.027,0.00,-0.00,0.00
31.032,0.01,-0.01,-0.00
31.032,0.02,-0.01,-0.00
31.036,0.02,-0.00,-0.00
31.036,0.03,-0.00,-0.00
31.044,0.03,0.00,-0.00
31.045,0.03,0.00,-0.00
31.047,0.03,0.00,-0.00
31.047,0.03,-0.00,-0.00
31.052,0.02,-0.00,-0.01
31.053,0.02,-0.00,-0.00
31.056,0.02,-0.00,-0.01
31.056,0.01,-0.01,-0.01
31.061,0.01,-0.00,-0.01
31.061,0.00,-0.00,-0.00
31.067,0.00,0.00,-0.00
31.068,-0.00,0.00,-0.00
31.070,-0.01,0.00,-0.00
31.071,-0.01,0.00,-0.00
31.075,-0.01,0.00,-0.00
31.076,-0.01,0.00,-0.00
31.081,-0.01,-0.00,-0.00
31.081,-0.01,-0.00,-0.00
31.086,-0.01,-0.00,0.00
31.086,-0.01,0.00,0.00
31.090,-0.01,-0.00,0.00
31.090,-0.01,-0.00,0.00
31.097,-0.01,-0.00,0.00
31.098,-0.01,-0.00,0.00
31.100,-0.01,-0.01,0.00
31.100,-0.01,-0.00,0.00
31.104,-0.01,-0.00,0.00
31.104,-0.01,-0.01,0.01
31.109,-0.01,-0.01,0.01
31.110,-0.01,-0.00,0.01
31.115,-0.01,-0.00,0.00
31.115,-0.01,-0.00,0.00
31.119,-0.01,-0.00,0.00
31.120,-0.01,-0.00,0.00
31.125,-0.01,-0.00,0.00
31.125,-0.01,-0.00,0.01
31.129,-0.01,-0.00,0.01
31.130,-0.00,-0.00,0.01
31.134,-0.00,-0.00,0.00
31.135,0.00,-0.01,0.00
31.140,0.00,-0.01,0.00
31.140,0.01,-0.01,0.00
31.144,0.01,-0.01,0.00
31.144,0.01,-0.01,0.00
31.148,0.01,-0.01,-0.00
31.149,0.01,-0.01,0.00
31.155,0.01,-0.01,-0.00
31.156,0.01,-0.01,-0.00
31.159,0.01,-0.01,-0.00
31.159,0.01,-0.01,-0.00
31.163,0.01,-0.01,-0.00
31.164,0.00,-0.01,-0.00
31.168,-0.00,-0.01,-0.00
31.168,-0.01,-0.01,-0.00
31.174,-0.01,-0.01,-0.00
31.175,-0.01,-0.01,-0.00
31.178,-0.01,-0.00,-0.00
31.178,-0.01,-0.01,-0.00
31.183,-0.01,-0.00,-0.00
31.184,-0.01,-0.00,-0.00
31.188,-0.01,-0.00,-0.00
31.189,-0.01,-0.00,-0.00
31.193,-0.00,0.00,-0.00
31.194,-0.00,0.00,-0.00
31.197,-0.00,0.01,-0.00
31.198,0.00,0.01,-0.00
31.204,0.00,0.01,-0.00
31.204,0.00,0.00,-0.00
31.209,0.00,0.00,-0.00
31.210,0.01,0.00,0.00
31.212,0.01,-0.00,-0.00
31.213,0.00,0.00,-0.00
31.218,0.00,-0.00,-0.00
31.219,0.00,0.00,-0.00
31.221,0.00,0.00,-0.00
31.222,0.00,0.00,-0.00
31.228,-0.00,0.00,-0.00
31.228,-0.00,0.00,-0.00
31.233,-0.00,0.00,-0.00
31.233,-0.00,0.01,-0.00
31.237,-0.01,0.01,0.00
31.237,-0.01,0.00,-0.00
31.241,-0.01,0.01,-0.00
31.242,-0.00,0.01,-0.00
31.247,-0.01,0.01,0.00
31.248,-0.01,0.00,-0.00
31.251,-0.01,0.00,-0.00
31.251,-0.00,0.01,0.00
31.256,-0.01,0.01,0.00
31.257,-0.00,0.01,0.00
31.261,-0.01,0.00,0.00
31.261,-0.00,0.00,0.00
31.265,-0.00,0.01,0.00
31.266,-0.00,0.00,0.00
31.271,-0.00,0.00,0.00
31.271,-0.00,0.00,-0.00
31.275,-0.00,0.00,0.00
31.276,-0.01,0.00,0.00
31.281,-0.01,0.00,0.00
31.281,-0.00,-0.00,0.00
31.287,-0.01,0.00,0.00
31.287,-0.01,-0.00,0.00
31.291,-0.01,0.00,0.00
31.291,-0.01,0.00,0.00
31.297,-0.01,0.00,0.00
31.297,-0.01,0.00,0.00
31.299,-0.00,0.00,0.01
31.300,-0.00,0.00,0.00
31.306,-0.00,0.00,0.00
31.306,0.00,0.00,0.00
31.310,0.00,0.00,0.00
31.310,0.00,0.00,0.00
31.317,0.01,0.01,0.00
31.317,0.01,0.00,-0.00
31.320,0.01,0.00,0.00
31.320,0.01,0.00,-0.00
31.325,0.01,0.00,0.00
31.326,0.01,0.00,-0.00
31.329,0.01,0.00,-0.00
31.329,0.01,0.00,-0.00
31.333,0.01,0.00,-0.00
31.334,0.01,-0.00,-0.00
31.338,0.01,-0.00,-0.00
31.339,0.01,0.00,-0.00
31.343,0.01,0.00,-0.00
31.344,0.00,-0.00,-0.00
31.348,0.00,0.00,-0.00
31.349,0.00,0.00,-0.00
31.354,-0.00,0.00,-0.00
31.354,-0.00,0.01,-0.00
31.358,-0.01,0.00,-0.00
31.358,-0.01,0.00,-0.00
31.363,-0.01,0.00,-0.01
31.363,-0.01,0.00,-0.00
31.368,-0.01,0.00,-0.00
31.369,-0.01,0.00,-0.00
31.373,-0.01,0.00,-0.00
31.373,-0.01,0.00,-0.00
31.378,-0.01,-0.00,-0.00
31.378,-0.01,0.00,-0.00
31.383,-0.01,-0.00,-0.00
31.383,-0.01,-0.00,-0.00
31.387,-0.00,-0.00,-0.00
31.388,-0.00,-0.00,-0.00
31.392,-0.00,-0.00,-0.00
31.393,-0.00,-0.00,-0.00
31.398,-0.00,-0.00,-0.00
31.399,-0.00,-0.00,-0.00
31.402,-0.00,-0.00,-0.00
31.402,-0.00,-0.00,-0.00
31.408,-0.00,-0.01,-0.00
31.409,-0.01,-0.00,-0.01
31.412,-0.01,-0.00,-0.00
31.412,-0.01,0.00,-0.00
31.417,-0.02,0.00,-0.00
31.418,-0.02,0.01,-0.00
31.422,-0.02,0.01,-0.01
31.422,-0.03,0.01,-0.01
31.427,-0.03,0.01,-0.00
31.428,-0.03,0.02,-0.01
31.432,-0.03,0.03,-0.00
31.433,-0.03,0.04,-0.00
31.436,-0.02,0.05,-0.00
31.437,-0.02,0.06,-0.00
31.442,-0.02,0.07,-0.00
31.442,-0.02,0.06,-0.00
31.446,-0.02,0.06,-0.00
31.447,-0.02,0.05,-0.00
31.451,-0.01,0.04,-0.00
31.451,-0.01,0.02,-0.00
31.456,-0.00,0.02,-0.01
31.456,-0.00,0.02,-0.01
31.461,0.00,0.02,-0.01
31.461,0.01,0.01,-0.00
31.465,0.01,0.00,-0.00
31.466,0.01,-0.01,-0.00
31.471,0.01,-0.02,-0.00
31.471,0.01,-0.02,-0.00
31.475,0.01,-0.02,-0.00
31.476,0.01,-0.03,-0.00
31.481,-0.00,-0.03,-0.00
31.481,-0.00,-0.04,-0.00
31.488,-0.01,-0.05,-0.00
31.489,-0.01,-0.04,-0.00
31.490,-0.02,-0.04,-0.00
31.490,-0.02,-0.03,-0.01
31.496,-0.03,-0.02,-0.00
31.497,-0.03,-0.01,-0.00
31.500,-0.03,-0.01,-0.00
31.500,-0.03,-0.00,-0.00
31.506,-0.03,-0.00,-0.00
31.506,-0.03,-0.00,-0.00
31.510,-0.02,-0.00,-0.00
31.510,-0.02,-0.01,-0.00
31.515,-0.01,-0.01,0.00
31.515,-0.00,-0.01,0.00
31.519,0.00,-0.01,0.00
31.520,0.01,-0.01,0.00
31.525,0.02,-0.01,0.00
31.525,0.02,-0.01,0.00
31.529,0.03,-0.01,0.00
31.529,0.03,-0.01,0.00
31.534,0.03,-0.01,0.00
31.535,0.03,-0.01,-0.00
31.539,0.03,-0.01,0.00
31.539,0.03,-0.01,-0.00
31.545,0.03,-0.01,-0.00
31.546,0.03,-0.01,-0.00
31.549,0.03,-0.01,0.00
31.549,0.02,-0.01,0.00
31.554,0.02,-0.00,0.00
31.554,0.01,-0.00,0.00
31.559,0.01,-0.00,0.00
31.559,0.01,-0.00,0.00
31.564,0.01,-0.00,0.00
31.564,0.00,-0.00,0.01
31.568,0.00,-0.00,0.01
31.568,-0.00,-0.00,0.01
31.573,-0.00,-0.00,0.01
31.573,-0.00,-0.00,0.01
31.578,-0.00,-0.00,0.01
31.579,-0.01,-0.00,0.01
31.583,-0.01,-0.00,0.01
31.584,-0.01,-0.00,0.01
31.588,-0.00,-0.00,0.01
31.588,-0.01,-0.00,0.00
31.593,-0.01,-0.00,0.00
31.593,-0.00,-0.00,0.00
31.598,-0.00,-0.00,0.00
31.598,-0.01,-0.00,0.00
31.603,-0.01,-0.00,-0.00
31.603,-0.01,-0.00,-0.00
